Destination,Hop,Delay (ms),Group
itu.edu.tr,161.9.63.253 (161.9.63.253),32.291,0
itu.edu.tr,161.9.63.253 (161.9.63.253),38.996,1
itu.edu.tr,161.9.63.253 (161.9.63.253),39.682,2
itu.edu.tr,161.9.63.253 (161.9.63.253),93.059,3
itu.edu.tr,161.9.63.253 (161.9.63.253),52.915,4
itu.edu.tr,161.9.63.253 (161.9.63.253),55.478,5
itu.edu.tr,161.9.63.253 (161.9.63.253),36.638,6
itu.edu.tr,161.9.63.253 (161.9.63.253),88.882,7
itu.edu.tr,161.9.63.253 (161.9.63.253),35.756,8
itu.edu.tr,161.9.63.253 (161.9.63.253),79.08,9
metu.edu.tr,144.122.1.18 (144.122.1.18),59.822,10
metu.edu.tr,144.122.1.18 (144.122.1.18),52.763,11
metu.edu.tr,144.122.1.18 (144.122.1.18),49.132,12
metu.edu.tr,144.122.1.18 (144.122.1.18),47.652,13
metu.edu.tr,144.122.1.18 (144.122.1.18),43.652,14
metu.edu.tr,144.122.1.18 (144.122.1.18),40.502,15
metu.edu.tr,144.122.1.18 (144.122.1.18),39.666,16
metu.edu.tr,144.122.1.18 (144.122.1.18),41.235,17
metu.edu.tr,144.122.1.18 (144.122.1.18),45.405,18
metu.edu.tr,144.122.1.18 (144.122.1.18),47.411,19
en.iyte.edu.tr,194.27.0.18 (194.27.0.18),48.13,20
en.iyte.edu.tr,194.27.0.18 (194.27.0.18),57.727,21
en.iyte.edu.tr,194.27.0.18 (194.27.0.18),28.725,22
en.iyte.edu.tr,194.27.0.18 (194.27.0.18),85.283,23
en.iyte.edu.tr,193.255.0.141 (193.255.0.141),34.631,24
en.iyte.edu.tr,194.27.0.18 (194.27.0.18),79.43,25
en.iyte.edu.tr,193.255.0.141 (193.255.0.141),35.434,26
en.iyte.edu.tr,194.27.0.18 (194.27.0.18),70.428,27
en.iyte.edu.tr,193.255.0.141 (193.255.0.141),31.013,28
en.iyte.edu.tr,194.27.0.18 (194.27.0.18),41.116,29
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),35.571,30
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),38.892,31
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),33.001,32
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),67.76,33
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),48.973,34
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),76.529,35
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),436.1,36
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),36.959,37
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),41.349,38
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),37.626,39
uzh.ch,uzhix1-eth5-1.uzh.ch (192.41.136.2),66.695,40
uzh.ch,uzhix1-eth5-1.uzh.ch (192.41.136.2),72.252,41
uzh.ch,uzhix1-eth5-1.uzh.ch (192.41.136.2),75.179,42
uzh.ch,uzhix1-eth5-1.uzh.ch (192.41.136.2),202.697,43
uzh.ch,uzhix1-eth5-1.uzh.ch (192.41.136.2),76.514,44
uzh.ch,uzhix1-eth5-1.uzh.ch (192.41.136.2),83.522,45
uzh.ch,uzhix1-eth5-1.uzh.ch (192.41.136.2),90.625,46
uzh.ch,uzhix1-eth5-1.uzh.ch (192.41.136.2),73.758,47
uzh.ch,uzhix1-eth5-1.uzh.ch (192.41.136.2),62.201,48
uzh.ch,uzhix1-eth5-1.uzh.ch (192.41.136.2),101.037,49
google.com,* 142.251.227.251 (142.251.227.251),23.112,50
google.com,* * 142.251.227.253 (142.251.227.253),42.152,51
google.com,* 142.250.213.34 (142.250.213.34),75.22,52
google.com,142.251.227.251 (142.251.227.251),479.879,53
google.com,142.251.227.253 (142.251.227.253),248.674,54
google.com,* 142.251.227.251 (142.251.227.251),69.224,55
google.com,142.250.213.35 (142.250.213.35),50.273,56
google.com,* 142.251.227.253 (142.251.227.253),458.49,57
google.com,* 142.251.227.253 (142.251.227.253),40.561,58
google.com,142.251.227.253 (142.251.227.253),40.034,59
cam.ac.uk,s-dr.f-sv-net.net.cam.ac.uk (128.232.128.6),82.929,60
cam.ac.uk,s-dr.f-sv-net.net.cam.ac.uk (128.232.128.6),107.111,61
cam.ac.uk,s-dr.f-sv-net.net.cam.ac.uk (128.232.128.6),106.834,62
cam.ac.uk,s-dr.f-sv-net.net.cam.ac.uk (128.232.128.6),78.584,63
cam.ac.uk,s-dr.f-sv-net.net.cam.ac.uk (128.232.128.6),105.48,64
cam.ac.uk,s-dr.f-sv-net.net.cam.ac.uk (128.232.128.6),107.649,65
cam.ac.uk,s-dr.f-sv-net.net.cam.ac.uk (128.232.128.6),126.433,66
cam.ac.uk,s-dr.f-sv-net.net.cam.ac.uk (128.232.128.6),104.729,67
cam.ac.uk,s-dr.f-sv-net.net.cam.ac.uk (128.232.128.6),100.888,68
cam.ac.uk,s-dr.f-sv-net.net.cam.ac.uk (128.232.128.6),122.361,69
univie.ac.at,ms-hyde-mars.cc.univie.ac.at (131.130.251.134),64.842,70
univie.ac.at,dr-jekyll-mars.cc.univie.ac.at (131.130.251.130),51.266,71
univie.ac.at,ms-hyde-mars.cc.univie.ac.at (131.130.251.134),62.854,72
univie.ac.at,dr-jekyll-mars.cc.univie.ac.at (131.130.251.130),53.128,73
univie.ac.at,ms-hyde-mars.cc.univie.ac.at (131.130.251.134),62.202,74
univie.ac.at,ms-hyde-mars.cc.univie.ac.at (131.130.251.134),50.144,75
univie.ac.at,dr-jekyll-mars.cc.univie.ac.at (131.130.251.130),56.565,76
univie.ac.at,ms-hyde-mars.cc.univie.ac.at (131.130.251.134),59.259,77
univie.ac.at,ms-hyde-mars.cc.univie.ac.at (131.130.251.134),49.433,78
univie.ac.at,ms-hyde-mars.cc.univie.ac.at (131.130.251.134),143.196,79
kyoto-u.ac.jp,ae-1.a03.londen12.uk.bb.gin.ntt.net (129.250.3.251),130.632,80
kyoto-u.ac.jp,ae-2.r01.mlanit02.it.bb.gin.ntt.net (129.250.3.181),89.305,81
kyoto-u.ac.jp,ae-2.r01.vienat02.at.bb.gin.ntt.net (129.250.2.216),58.852,82
kyoto-u.ac.jp,ae-4.r20.vienat02.at.bb.gin.ntt.net (129.250.7.34),76.59,83
kyoto-u.ac.jp,* * ae-1.a00.mlanit02.it.bb.gin.ntt.net (129.250.3.163),84.256,84
kyoto-u.ac.jp,ae-1.a01.parsfr05.fr.bb.gin.ntt.net (129.250.2.107),159.242,85
kyoto-u.ac.jp,* * ae-1.r03.londen05.uk.bb.gin.ntt.net (129.250.6.113),112.482,86
kyoto-u.ac.jp,* ae-1.a01.amstnl07.nl.bb.gin.ntt.net (129.250.7.89),86.412,87
kyoto-u.ac.jp,ffm-bb1-link.ip.twelve99.net (62.115.132.226),74.603,88
kyoto-u.ac.jp,* ae-1.a00.parsfr05.fr.bb.gin.ntt.net (129.250.2.71),87.381,89
mit.edu,89.221.43.35 (89.221.43.35),93.98,90
mit.edu,ae34.r01.border101.lon02.fab.netarch.akamai.com (23.210.50.21),84.962,91
mit.edu,ae2.mix-mil.netarch.akamai.com (23.210.57.133),259.969,92
mit.edu,ae5.r02.border.mrs01.sdn.netarch.akamai.com (23.223.62.19),85.818,93
mit.edu,89.221.43.35 (89.221.43.35),90.678,94
mit.edu,ae-1.akamai-onnet.frnkge07.de.bb.gin.ntt.net (128.241.6.179),56.382,95
mit.edu,ae-1.akamai-onnet.frnkge07.de.bb.gin.ntt.net (128.241.6.179),102.787,96
mit.edu,ae34.r01.border101.lon02.fab.netarch.akamai.com (23.210.50.21),112.36,97
mit.edu,ae34.r01.border101.lon02.fab.netarch.akamai.com (23.210.50.21),115.671,98
mit.edu,ae5.r02.border.mrs01.sdn.netarch.akamai.com (23.223.62.19),149.669,99
itu.edu.tr,161.9.63.253 (161.9.63.253),33.045,100
itu.edu.tr,161.9.63.253 (161.9.63.253),34.524,101
itu.edu.tr,161.9.63.253 (161.9.63.253),40.809,102
itu.edu.tr,161.9.63.253 (161.9.63.253),94.332,103
itu.edu.tr,161.9.63.253 (161.9.63.253),46.654,104
