Destination,Hop,Delay (ms)
metu.edu.tr,160.75.126.25 (160.75.126.25),32.825
metu.edu.tr,193.255.0.141 (193.255.0.141),36.555
metu.edu.tr,193.140.0.149 (193.140.0.149),34.615
metu.edu.tr,144.122.1.18 (144.122.1.18),49.337
,,
metu.edu.tr,Abdullah-Laptop (172.30.144.1),3.918
metu.edu.tr,161.9.63.253 (161.9.63.253),42.544
metu.edu.tr,160.75.126.25 (160.75.126.25),40.746
metu.edu.tr,193.255.0.141 (193.255.0.141),37.136
metu.edu.tr,193.140.0.149 (193.140.0.149),41.245
metu.edu.tr,144.122.1.18 (144.122.1.18),46.773
,,
metu.edu.tr,Abdullah-Laptop (172.30.144.1),1.63
metu.edu.tr,161.9.63.253 (161.9.63.253),37.862
metu.edu.tr,160.75.126.25 (160.75.126.25),40.48
metu.edu.tr,193.255.0.141 (193.255.0.141),38.606
metu.edu.tr,193.140.0.149 (193.140.0.149),39.962
metu.edu.tr,144.122.1.18 (144.122.1.18),43.556
,,
metu.edu.tr,Abdullah-Laptop (172.30.144.1),3.553
metu.edu.tr,161.9.63.253 (161.9.63.253),37.897
metu.edu.tr,160.75.126.25 (160.75.126.25),37.04
metu.edu.tr,193.255.0.141 (193.255.0.141),40.231
metu.edu.tr,* * 193.140.0.149 (193.140.0.149),53.214
metu.edu.tr,144.122.1.18 (144.122.1.18),44.863
,,
metu.edu.tr,Abdullah-Laptop (172.30.144.1),0.014
metu.edu.tr,161.9.63.253 (161.9.63.253),82.318
metu.edu.tr,160.75.126.25 (160.75.126.25),40.064
metu.edu.tr,193.255.0.141 (193.255.0.141),35.89
metu.edu.tr,193.140.0.149 (193.140.0.149),43.559
metu.edu.tr,144.122.1.18 (144.122.1.18),42.647
,,
metu.edu.tr,Abdullah-Laptop (172.30.144.1),2.362
metu.edu.tr,161.9.63.253 (161.9.63.253),40.176
metu.edu.tr,160.75.126.25 (160.75.126.25),36.405
metu.edu.tr,193.255.0.141 (193.255.0.141),35.173
metu.edu.tr,144.122.1.18 (144.122.1.18),45.163
,,
metu.edu.tr,Abdullah-Laptop (172.30.144.1),0.333
metu.edu.tr,161.9.63.253 (161.9.63.253),30.921
metu.edu.tr,160.75.126.25 (160.75.126.25),31.286
metu.edu.tr,193.255.0.141 (193.255.0.141),30.523
metu.edu.tr,193.140.0.149 (193.140.0.149),32.632
metu.edu.tr,144.122.1.18 (144.122.1.18),45.116
,,
en.iyte.edu.tr,Abdullah-Laptop (172.30.144.1),0.814
en.iyte.edu.tr,161.9.63.253 (161.9.63.253),48.849
en.iyte.edu.tr,160.75.126.25 (160.75.126.25),48.046
en.iyte.edu.tr,193.255.0.141 (193.255.0.141),45.21
en.iyte.edu.tr,194.27.0.18 (194.27.0.18),44.893
,,
en.iyte.edu.tr,Abdullah-Laptop (172.30.144.1),0.049
en.iyte.edu.tr,161.9.63.253 (161.9.63.253),54.232
en.iyte.edu.tr,160.75.126.25 (160.75.126.25),52.503
en.iyte.edu.tr,193.255.0.141 (193.255.0.141),56.227
en.iyte.edu.tr,194.27.0.18 (194.27.0.18),53.058
,,
en.iyte.edu.tr,Abdullah-Laptop (172.30.144.1),1.761
en.iyte.edu.tr,161.9.63.253 (161.9.63.253),33.755
en.iyte.edu.tr,160.75.126.25 (160.75.126.25),30.287
en.iyte.edu.tr,193.255.0.141 (193.255.0.141),30.326
en.iyte.edu.tr,194.27.0.18 (194.27.0.18),32.611
,,
en.iyte.edu.tr,Abdullah-Laptop (172.30.144.1),0.82
en.iyte.edu.tr,161.9.63.253 (161.9.63.253),41.665
en.iyte.edu.tr,160.75.126.25 (160.75.126.25),81.232
en.iyte.edu.tr,193.255.0.141 (193.255.0.141),36.248
en.iyte.edu.tr,194.27.0.18 (194.27.0.18),81.072
,,
en.iyte.edu.tr,Abdullah-Laptop (172.30.144.1),2.321
en.iyte.edu.tr,161.9.63.253 (161.9.63.253),34.735
en.iyte.edu.tr,160.75.126.25 (160.75.126.25),38.381
en.iyte.edu.tr,193.255.0.141 (193.255.0.141),35.123
,,
en.iyte.edu.tr,Abdullah-Laptop (172.30.144.1),0.535
en.iyte.edu.tr,161.9.63.253 (161.9.63.253),77.699
en.iyte.edu.tr,160.75.126.25 (160.75.126.25),79.215
en.iyte.edu.tr,193.255.0.141 (193.255.0.141),76.903
en.iyte.edu.tr,194.27.0.18 (194.27.0.18),76.086
,,
en.iyte.edu.tr,Abdullah-Laptop (172.30.144.1),2.78
en.iyte.edu.tr,161.9.63.253 (161.9.63.253),65.439
en.iyte.edu.tr,160.75.126.25 (160.75.126.25),34.739
en.iyte.edu.tr,193.255.0.141 (193.255.0.141),31.448
,,
en.iyte.edu.tr,Abdullah-Laptop (172.30.144.1),1.528
en.iyte.edu.tr,161.9.63.253 (161.9.63.253),66.465
en.iyte.edu.tr,160.75.126.25 (160.75.126.25),68.233
en.iyte.edu.tr,193.255.0.141 (193.255.0.141),66.17
en.iyte.edu.tr,194.27.0.18 (194.27.0.18),67.77
,,
en.iyte.edu.tr,Abdullah-Laptop (172.30.144.1),1.465
en.iyte.edu.tr,161.9.63.253 (161.9.63.253),36.032
en.iyte.edu.tr,160.75.126.25 (160.75.126.25),36.739
en.iyte.edu.tr,193.255.0.141 (193.255.0.141),33.133
,,
en.iyte.edu.tr,Abdullah-Laptop (172.30.144.1),0.776
en.iyte.edu.tr,161.9.63.253 (161.9.63.253),32.256
en.iyte.edu.tr,160.75.126.25 (160.75.126.25),34.06
en.iyte.edu.tr,193.255.0.141 (193.255.0.141),33.443
en.iyte.edu.tr,194.27.0.18 (194.27.0.18),36.01
,,
erbakan.edu.tr,Abdullah-Laptop (172.30.144.1),2.579
erbakan.edu.tr,161.9.63.253 (161.9.63.253),44.399
erbakan.edu.tr,160.75.126.25 (160.75.126.25),45.962
erbakan.edu.tr,193.255.0.141 (193.255.0.141),44.55
erbakan.edu.tr,201.120.192.193.static.turk.net (193.192.120.201),43.059
erbakan.edu.tr,217.217.70.95.reverse.turk.net (95.70.217.217),54.155
erbakan.edu.tr,5.3.146.159.srv.turk.net (159.146.3.5),32.271
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),31.243
,,
erbakan.edu.tr,Abdullah-Laptop (172.30.144.1),2.49
erbakan.edu.tr,161.9.63.253 (161.9.63.253),26.891
erbakan.edu.tr,160.75.126.25 (160.75.126.25),31.529
erbakan.edu.tr,193.255.0.141 (193.255.0.141),63.507
erbakan.edu.tr,201.120.192.193.static.turk.net (193.192.120.201),60.179
erbakan.edu.tr,217.217.70.95.reverse.turk.net (95.70.217.217),61.018
erbakan.edu.tr,5.3.146.159.srv.turk.net (159.146.3.5),35.232
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),33.648
,,
erbakan.edu.tr,Abdullah-Laptop (172.30.144.1),0.654
erbakan.edu.tr,161.9.63.253 (161.9.63.253),57.111
erbakan.edu.tr,160.75.126.25 (160.75.126.25),55.787
erbakan.edu.tr,193.255.0.141 (193.255.0.141),55.792
erbakan.edu.tr,201.120.192.193.static.turk.net (193.192.120.201),57.035
erbakan.edu.tr,217.217.70.95.reverse.turk.net (95.70.217.217),48.096
erbakan.edu.tr,5.3.146.159.srv.turk.net (159.146.3.5),36.621
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),34.403
,,
erbakan.edu.tr,Abdullah-Laptop (172.30.144.1),0.409
erbakan.edu.tr,* 201.120.192.193.static.turk.net (193.192.120.201),68.59
erbakan.edu.tr,217.217.70.95.reverse.turk.net (95.70.217.217),67.53
erbakan.edu.tr,5.3.146.159.srv.turk.net (159.146.3.5),33.983
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),63.943
,,
erbakan.edu.tr,Abdullah-Laptop (172.30.144.1),1.301
erbakan.edu.tr,161.9.63.253 (161.9.63.253),23.582
erbakan.edu.tr,160.75.126.25 (160.75.126.25),24.382
erbakan.edu.tr,193.255.0.141 (193.255.0.141),22.628
erbakan.edu.tr,201.120.192.193.static.turk.net (193.192.120.201),22.341
erbakan.edu.tr,217.217.70.95.reverse.turk.net (95.70.217.217),28.927
erbakan.edu.tr,5.3.146.159.srv.turk.net (159.146.3.5),29.873
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),46.093
,,
erbakan.edu.tr,Abdullah-Laptop (172.30.144.1),2.28
erbakan.edu.tr,161.9.63.253 (161.9.63.253),37.435
erbakan.edu.tr,160.75.126.25 (160.75.126.25),37.809
erbakan.edu.tr,193.255.0.141 (193.255.0.141),38.098
erbakan.edu.tr,201.120.192.193.static.turk.net (193.192.120.201),34.743
erbakan.edu.tr,217.217.70.95.reverse.turk.net (95.70.217.217),28.312
erbakan.edu.tr,5.3.146.159.srv.turk.net (159.146.3.5),33.463
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),79.771
,,
erbakan.edu.tr,Abdullah-Laptop (172.30.144.1),0.157
erbakan.edu.tr,161.9.63.253 (161.9.63.253),241.192
erbakan.edu.tr,160.75.126.25 (160.75.126.25),237.014
erbakan.edu.tr,193.255.0.141 (193.255.0.141),241.192
erbakan.edu.tr,201.120.192.193.static.turk.net (193.192.120.201),236.1
erbakan.edu.tr,217.217.70.95.reverse.turk.net (95.70.217.217),321.643
erbakan.edu.tr,5.3.146.159.srv.turk.net (159.146.3.5),439.793
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),438.002
,,
erbakan.edu.tr,Abdullah-Laptop (172.30.144.1),1.235
erbakan.edu.tr,161.9.63.253 (161.9.63.253),147.673
erbakan.edu.tr,160.75.126.25 (160.75.126.25),151.691
erbakan.edu.tr,193.255.0.141 (193.255.0.141),148.533
erbakan.edu.tr,201.120.192.193.static.turk.net (193.192.120.201),148.896
erbakan.edu.tr,217.217.70.95.reverse.turk.net (95.70.217.217),59.652
erbakan.edu.tr,5.3.146.159.srv.turk.net (159.146.3.5),40.049
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),40.315
,,
erbakan.edu.tr,Abdullah-Laptop (172.30.144.1),1.193
erbakan.edu.tr,161.9.63.253 (161.9.63.253),51.815
erbakan.edu.tr,160.75.126.25 (160.75.126.25),49.423
erbakan.edu.tr,193.255.0.141 (193.255.0.141),51.359
erbakan.edu.tr,201.120.192.193.static.turk.net (193.192.120.201),49.182
erbakan.edu.tr,217.217.70.95.reverse.turk.net (95.70.217.217),38.186
erbakan.edu.tr,5.3.146.159.srv.turk.net (159.146.3.5),38.816
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),40.302
,,
erbakan.edu.tr,Abdullah-Laptop (172.30.144.1),0.09
erbakan.edu.tr,161.9.63.253 (161.9.63.253),19.087
erbakan.edu.tr,160.75.126.25 (160.75.126.25),60.029
erbakan.edu.tr,193.255.0.141 (193.255.0.141),59.754
erbakan.edu.tr,201.120.192.193.static.turk.net (193.192.120.201),58.727
erbakan.edu.tr,217.217.70.95.reverse.turk.net (95.70.217.217),78.504
erbakan.edu.tr,5.3.146.159.srv.turk.net (159.146.3.5),36.249
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),36.584
,,
uzh.ch,Abdullah-Laptop (172.30.144.1),3.535
uzh.ch,161.9.63.253 (161.9.63.253),48.089
uzh.ch,160.75.126.25 (160.75.126.25),42.139
uzh.ch,193.255.0.141 (193.255.0.141),47.107
uzh.ch,ulakbim.mx1.bud.hu.geant.net (62.40.125.129),59.193
uzh.ch,* ae9.mx1.vie.at.geant.net (62.40.98.45),76.061
uzh.ch,ae5.rt1.pra.cz.geant.net (62.40.98.242),76.805
uzh.ch,ae6.rt1.fra.de.geant.net (62.40.98.158),74.182
uzh.ch,ae5.mx1.gen.ch.geant.net (62.40.98.183),75.417
uzh.ch,swice1-100ge-0-3-0-1.switch.ch (62.40.124.22),78.042
uzh.ch,swiCE4-B4.switch.ch (130.59.36.70),73.004
uzh.ch,swiBF1-B2.switch.ch (130.59.36.113),67.499
uzh.ch,swiBA3-100GE-0-0-0-0.switch.ch (130.59.39.73),65.149
uzh.ch,swiBS1-100GE-0-0-0-0.switch.ch (130.59.37.34),67.493
uzh.ch,swiPS1-100GE-0-0-1-3.switch.ch (130.59.37.190),66.058
uzh.ch,swiPS2-100GE-0-0-1-4.switch.ch (130.59.37.58),66.185
uzh.ch,swiZH3-100GE-0-0-0-2.switch.ch (130.59.36.170),74.594
uzh.ch,uzhix1-eth5-1.uzh.ch (192.41.136.2),75.326
,,
uzh.ch,Abdullah-Laptop (172.30.144.1),0.66
uzh.ch,161.9.63.253 (161.9.63.253),44.402
uzh.ch,160.75.126.25 (160.75.126.25),43.2
uzh.ch,193.255.0.141 (193.255.0.141),44.258
uzh.ch,ulakbim.mx1.bud.hu.geant.net (62.40.125.129),66.763
uzh.ch,ae9.mx1.vie.at.geant.net (62.40.98.45),117.949
uzh.ch,ae5.rt1.pra.cz.geant.net (62.40.98.242),63.275
uzh.ch,ae6.rt1.fra.de.geant.net (62.40.98.158),61.16
uzh.ch,ae5.mx1.gen.ch.geant.net (62.40.98.183),62.904
uzh.ch,swice1-100ge-0-3-0-1.switch.ch (62.40.124.22),65.351
uzh.ch,swiCE4-B4.switch.ch (130.59.36.70),63.106
uzh.ch,swiBF1-B2.switch.ch (130.59.36.113),91.553
uzh.ch,swiBA3-100GE-0-0-0-0.switch.ch (130.59.39.73),90.229
uzh.ch,swiBS1-100GE-0-0-0-0.switch.ch (130.59.37.34),78.379
uzh.ch,swiPS1-100GE-0-0-1-3.switch.ch (130.59.37.190),75.433
uzh.ch,swiPS2-100GE-0-0-1-4.switch.ch (130.59.37.58),70.137
uzh.ch,swiZH3-100GE-0-0-0-2.switch.ch (130.59.36.170),76.44
uzh.ch,uzhix1-eth5-1.uzh.ch (192.41.136.2),74.506
,,
uzh.ch,Abdullah-Laptop (172.30.144.1),1.96
uzh.ch,161.9.63.253 (161.9.63.253),40.61
uzh.ch,160.75.126.25 (160.75.126.25),44.322
uzh.ch,193.255.0.141 (193.255.0.141),44.454
uzh.ch,ulakbim.mx1.bud.hu.geant.net (62.40.125.129),58.608
uzh.ch,ae9.mx1.vie.at.geant.net (62.40.98.45),61.512
uzh.ch,ae5.rt1.pra.cz.geant.net (62.40.98.242),64.614
uzh.ch,ae6.rt1.fra.de.geant.net (62.40.98.158),66.419
uzh.ch,ae5.mx1.gen.ch.geant.net (62.40.98.183),65.14
uzh.ch,swice1-100ge-0-3-0-1.switch.ch (62.40.124.22),71.266
uzh.ch,swiCE4-B4.switch.ch (130.59.36.70),62.492
uzh.ch,swiBF1-B2.switch.ch (130.59.36.113),78.377
uzh.ch,swiBA3-100GE-0-0-0-0.switch.ch (130.59.39.73),80.004
uzh.ch,swiBS1-100GE-0-0-0-0.switch.ch (130.59.37.34),77.704
uzh.ch,swiPS1-100GE-0-0-1-3.switch.ch (130.59.37.190),77.861
uzh.ch,swiPS2-100GE-0-0-1-4.switch.ch (130.59.37.58),59.882
uzh.ch,swiZH3-100GE-0-0-0-2.switch.ch (130.59.36.170),69.945
uzh.ch,uzhix1-eth5-1.uzh.ch (192.41.136.2),71.2
,,
uzh.ch,Abdullah-Laptop (172.30.144.1),0.771
uzh.ch,161.9.63.253 (161.9.63.253),65.023
uzh.ch,160.75.126.25 (160.75.126.25),64.103
uzh.ch,193.255.0.141 (193.255.0.141),67.314
uzh.ch,ulakbim.mx1.bud.hu.geant.net (62.40.125.129),93.53
uzh.ch,ae9.mx1.vie.at.geant.net (62.40.98.45),108.287
uzh.ch,ae5.rt1.pra.cz.geant.net (62.40.98.242),106.159
uzh.ch,ae6.rt1.fra.de.geant.net (62.40.98.158),96.089
uzh.ch,ae5.mx1.gen.ch.geant.net (62.40.98.183),110.447
uzh.ch,swice1-100ge-0-3-0-1.switch.ch (62.40.124.22),109.967
uzh.ch,swiCE4-B4.switch.ch (130.59.36.70),110.854
uzh.ch,swiBF1-B2.switch.ch (130.59.36.113),144.612
uzh.ch,swiBA3-100GE-0-0-0-0.switch.ch (130.59.39.73),157.712
uzh.ch,swiBS1-100GE-0-0-0-0.switch.ch (130.59.37.34),154.007
uzh.ch,swiPS1-100GE-0-0-1-3.switch.ch (130.59.37.190),143.791
uzh.ch,swiPS2-100GE-0-0-1-4.switch.ch (130.59.37.58),142.632
uzh.ch,swiZH3-100GE-0-0-0-2.switch.ch (130.59.36.170),134.867
uzh.ch,uzhix1-eth5-1.uzh.ch (192.41.136.2),195.607
,,
uzh.ch,Abdullah-Laptop (172.30.144.1),0.534
uzh.ch,161.9.63.253 (161.9.63.253),26.553
uzh.ch,160.75.126.25 (160.75.126.25),50.671
uzh.ch,193.255.0.141 (193.255.0.141),53.551
uzh.ch,ulakbim.mx1.bud.hu.geant.net (62.40.125.129),60.807
uzh.ch,* ae9.mx1.vie.at.geant.net (62.40.98.45),70.961
uzh.ch,ae5.rt1.pra.cz.geant.net (62.40.98.242),72.384
uzh.ch,ae6.rt1.fra.de.geant.net (62.40.98.158),71.473
uzh.ch,ae5.mx1.gen.ch.geant.net (62.40.98.183),71.987
uzh.ch,swice1-100ge-0-3-0-1.switch.ch (62.40.124.22),71.609
uzh.ch,swiCE4-B4.switch.ch (130.59.36.70),71.399
uzh.ch,swiBF1-B2.switch.ch (130.59.36.113),79.011
uzh.ch,swiBA3-100GE-0-0-0-0.switch.ch (130.59.39.73),80.772
uzh.ch,swiBS1-100GE-0-0-0-0.switch.ch (130.59.37.34),80.807
uzh.ch,swiPS1-100GE-0-0-1-3.switch.ch (130.59.37.190),78.17
uzh.ch,swiPS2-100GE-0-0-1-4.switch.ch (130.59.37.58),63.478
uzh.ch,swiZH3-100GE-0-0-0-2.switch.ch (130.59.36.170),76.246
uzh.ch,uzhix1-eth5-1.uzh.ch (192.41.136.2),71.394
,,
uzh.ch,Abdullah-Laptop (172.30.144.1),2.868
uzh.ch,161.9.63.253 (161.9.63.253),32.006
uzh.ch,160.75.126.25 (160.75.126.25),30.57
uzh.ch,193.255.0.141 (193.255.0.141),30.639
uzh.ch,ulakbim.mx1.bud.hu.geant.net (62.40.125.129),48.867
uzh.ch,ae9.mx1.vie.at.geant.net (62.40.98.45),89.941
uzh.ch,ae5.rt1.pra.cz.geant.net (62.40.98.242),69.931
uzh.ch,ae6.rt1.fra.de.geant.net (62.40.98.158),70.6
uzh.ch,ae5.mx1.gen.ch.geant.net (62.40.98.183),72.803
uzh.ch,swice1-100ge-0-3-0-1.switch.ch (62.40.124.22),69.644
uzh.ch,swiCE4-B4.switch.ch (130.59.36.70),66.183
uzh.ch,swiBF1-B2.switch.ch (130.59.36.113),86.491
uzh.ch,swiBA3-100GE-0-0-0-0.switch.ch (130.59.39.73),82.981
uzh.ch,swiBS1-100GE-0-0-0-0.switch.ch (130.59.37.34),81.151
uzh.ch,swiPS1-100GE-0-0-1-3.switch.ch (130.59.37.190),106.139
uzh.ch,swiPS2-100GE-0-0-1-4.switch.ch (130.59.37.58),105.875
uzh.ch,swiZH3-100GE-0-0-0-2.switch.ch (130.59.36.170),80.661
uzh.ch,uzhix1-eth5-1.uzh.ch (192.41.136.2),80.881
,,
uzh.ch,Abdullah-Laptop (172.30.144.1),1.853
uzh.ch,161.9.63.253 (161.9.63.253),59.15
uzh.ch,160.75.126.25 (160.75.126.25),62.604
uzh.ch,193.255.0.141 (193.255.0.141),60.772
uzh.ch,ulakbim.mx1.bud.hu.geant.net (62.40.125.129),61.907
uzh.ch,ae9.mx1.vie.at.geant.net (62.40.98.45),59.533
uzh.ch,ae5.rt1.pra.cz.geant.net (62.40.98.242),65.49
uzh.ch,ae6.rt1.fra.de.geant.net (62.40.98.158),63.96
uzh.ch,ae5.mx1.gen.ch.geant.net (62.40.98.183),65.325
uzh.ch,swice1-100ge-0-3-0-1.switch.ch (62.40.124.22),64.365
uzh.ch,swiCE4-B4.switch.ch (130.59.36.70),62.34
uzh.ch,swiBF1-B2.switch.ch (130.59.36.113),90.779
uzh.ch,swiBA3-100GE-0-0-0-0.switch.ch (130.59.39.73),91.945
uzh.ch,swiBS1-100GE-0-0-0-0.switch.ch (130.59.37.34),88.455
uzh.ch,swiPS1-100GE-0-0-1-3.switch.ch (130.59.37.190),88.951
uzh.ch,swiPS2-100GE-0-0-1-4.switch.ch (130.59.37.58),91.724
uzh.ch,swiZH3-100GE-0-0-0-2.switch.ch (130.59.36.170),91.402
uzh.ch,uzhix1-eth5-1.uzh.ch (192.41.136.2),91.978
,,
uzh.ch,Abdullah-Laptop (172.30.144.1),1.979
uzh.ch,161.9.63.253 (161.9.63.253),24.409
uzh.ch,160.75.126.25 (160.75.126.25),23.78
uzh.ch,193.255.0.141 (193.255.0.141),24.391
uzh.ch,ulakbim.mx1.bud.hu.geant.net (62.40.125.129),42.148
uzh.ch,ae9.mx1.vie.at.geant.net (62.40.98.45),67.238
uzh.ch,ae5.rt1.pra.cz.geant.net (62.40.98.242),77.439
uzh.ch,ae6.rt1.fra.de.geant.net (62.40.98.158),82.198
uzh.ch,ae5.mx1.gen.ch.geant.net (62.40.98.183),78.732
uzh.ch,swice1-100ge-0-3-0-1.switch.ch (62.40.124.22),77.957
uzh.ch,swiCE4-B4.switch.ch (130.59.36.70),79.089
uzh.ch,swiBF1-B2.switch.ch (130.59.36.113),89.294
uzh.ch,swiBA3-100GE-0-0-0-0.switch.ch (130.59.39.73),85.918
uzh.ch,swiBS1-100GE-0-0-0-0.switch.ch (130.59.37.34),85.027
uzh.ch,swiPS1-100GE-0-0-1-3.switch.ch (130.59.37.190),88.719
uzh.ch,swiPS2-100GE-0-0-1-4.switch.ch (130.59.37.58),83.444
uzh.ch,swiZH3-100GE-0-0-0-2.switch.ch (130.59.36.170),73.11
uzh.ch,uzhix1-eth5-1.uzh.ch (192.41.136.2),76.791
,,
uzh.ch,Abdullah-Laptop (172.30.144.1),0.677
uzh.ch,161.9.63.253 (161.9.63.253),42.74
uzh.ch,160.75.126.25 (160.75.126.25),43.643
uzh.ch,193.255.0.141 (193.255.0.141),45.535
uzh.ch,ulakbim.mx1.bud.hu.geant.net (62.40.125.129),57.198
uzh.ch,ae9.mx1.vie.at.geant.net (62.40.98.45),102.724
uzh.ch,ae5.rt1.pra.cz.geant.net (62.40.98.242),90.012
uzh.ch,ae6.rt1.fra.de.geant.net (62.40.98.158),93.283
uzh.ch,ae5.mx1.gen.ch.geant.net (62.40.98.183),90.499
uzh.ch,swice1-100ge-0-3-0-1.switch.ch (62.40.124.22),93.924
uzh.ch,swiCE4-B4.switch.ch (130.59.36.70),84.179
uzh.ch,swiBF1-B2.switch.ch (130.59.36.113),71.219
uzh.ch,swiBA3-100GE-0-0-0-0.switch.ch (130.59.39.73),73.888
uzh.ch,swiBS1-100GE-0-0-0-0.switch.ch (130.59.37.34),74.701
uzh.ch,swiPS1-100GE-0-0-1-3.switch.ch (130.59.37.190),71.702
uzh.ch,swiPS2-100GE-0-0-1-4.switch.ch (130.59.37.58),74.887
uzh.ch,swiZH3-100GE-0-0-0-2.switch.ch (130.59.36.170),65.74
uzh.ch,uzhix1-eth5-1.uzh.ch (192.41.136.2),68.644
,,
uzh.ch,Abdullah-Laptop (172.30.144.1),4.662
uzh.ch,161.9.63.253 (161.9.63.253),59.816
uzh.ch,160.75.126.25 (160.75.126.25),40.635
uzh.ch,193.255.0.141 (193.255.0.141),42.376
uzh.ch,ulakbim.mx1.bud.hu.geant.net (62.40.125.129),58.17
uzh.ch,ae9.mx1.vie.at.geant.net (62.40.98.45),76.39
uzh.ch,ae5.rt1.pra.cz.geant.net (62.40.98.242),80.46
uzh.ch,ae6.rt1.fra.de.geant.net (62.40.98.158),115.049
uzh.ch,ae5.mx1.gen.ch.geant.net (62.40.98.183),110.202
uzh.ch,swice1-100ge-0-3-0-1.switch.ch (62.40.124.22),80.874
uzh.ch,swiCE4-B4.switch.ch (130.59.36.70),110.935
uzh.ch,swiBF1-B2.switch.ch (130.59.36.113),82.273
uzh.ch,swiBA3-100GE-0-0-0-0.switch.ch (130.59.39.73),84.761
uzh.ch,swiBS1-100GE-0-0-0-0.switch.ch (130.59.37.34),84.406
uzh.ch,swiPS1-100GE-0-0-1-3.switch.ch (130.59.37.190),85.749
uzh.ch,swiPS2-100GE-0-0-1-4.switch.ch (130.59.37.58),84.349
uzh.ch,swiZH3-100GE-0-0-0-2.switch.ch (130.59.36.170),88.99
uzh.ch,uzhix1-eth5-1.uzh.ch (192.41.136.2),99.553
,,
google.com,Abdullah-Laptop (172.30.144.1),1.298
google.com,161.9.63.253 (161.9.63.253),45.624
google.com,160.75.126.25 (160.75.126.25),43.705
google.com,193.255.0.141 (193.255.0.141),40.885
google.com,193.140.0.149 (193.140.0.149),43.205
google.com,69.96.154.212.static.turk.net (212.154.96.69),34.522
google.com,06-ulus-sr14s-t2-2---06-ulus-sr12e-t3-1.statik.turktelekom.com.tr (81.212.222.209),46.682
google.com,307-sof-col-2---06-ebgp-ulus-sr12e-k.statik.turktelekom.com.tr (212.156.104.150),57.038
google.com,72.14.204.10 (72.14.204.10),65.742
google.com,142.251.92.65 (142.251.92.65),46.147
google.com,142.251.92.66 (142.251.92.66),61.718
google.com,* * 142.251.242.76 (142.251.242.76),42.475
google.com,108.170.250.161 (108.170.250.161),38.984
google.com,108.170.250.161 (108.170.250.161),36.345
