Destination,Hop,Delay (ms),Group
itu.edu.tr,161.9.63.253 (161.9.63.253),30.644,0
itu.edu.tr,161.9.63.253 (161.9.63.253),39.532,1
itu.edu.tr,161.9.63.253 (161.9.63.253),39.927,2
itu.edu.tr,161.9.63.253 (161.9.63.253),95.954,3
itu.edu.tr,161.9.63.253 (161.9.63.253),40.336,4
itu.edu.tr,161.9.63.253 (161.9.63.253),49.011,5
itu.edu.tr,161.9.63.253 (161.9.63.253),37.058,6
itu.edu.tr,161.9.63.253 (161.9.63.253),75.863,7
itu.edu.tr,161.9.63.253 (161.9.63.253),37.665,8
itu.edu.tr,161.9.63.253 (161.9.63.253),76.118,9
metu.edu.tr,144.122.1.18 (144.122.1.18),52.202,10
metu.edu.tr,144.122.1.18 (144.122.1.18),57.885,11
metu.edu.tr,144.122.1.18 (144.122.1.18),50.608,12
metu.edu.tr,144.122.1.18 (144.122.1.18),50.572,13
metu.edu.tr,144.122.1.18 (144.122.1.18),49.065,14
metu.edu.tr,144.122.1.18 (144.122.1.18),47.393,15
metu.edu.tr,144.122.1.18 (144.122.1.18),40.966,16
metu.edu.tr,144.122.1.18 (144.122.1.18),46.151,17
metu.edu.tr,144.122.1.18 (144.122.1.18),39.228,18
metu.edu.tr,144.122.1.18 (144.122.1.18),51.034,19
en.iyte.edu.tr,194.27.0.18 (194.27.0.18),42.576,20
en.iyte.edu.tr,194.27.0.18 (194.27.0.18),50.684,21
en.iyte.edu.tr,194.27.0.18 (194.27.0.18),25.164,22
en.iyte.edu.tr,194.27.0.18 (194.27.0.18),80.631,23
en.iyte.edu.tr,193.255.0.141 (193.255.0.141),37.213,24
en.iyte.edu.tr,194.27.0.18 (194.27.0.18),75.996,25
en.iyte.edu.tr,193.255.0.141 (193.255.0.141),34.957,26
en.iyte.edu.tr,194.27.0.18 (194.27.0.18),61.833,27
en.iyte.edu.tr,193.255.0.141 (193.255.0.141),34.931,28
en.iyte.edu.tr,194.27.0.18 (194.27.0.18),30.585,29
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),37.68,30
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),34.809,31
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),38.773,32
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),64.991,33
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),42.249,34
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),78.935,35
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),440.193,36
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),38.804,37
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),40.061,38
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),29.958,39
