Destination,Hop,Delay (ms)
itu.edu.tr,226.100.146.159.srv.turk.net (159.146.100.226),8.317
itu.edu.tr,229.100.146.159.srv.turk.net (159.146.100.229),16.923
itu.edu.tr,201.120.192.193.static.turk.net (193.192.120.201),9.828
itu.edu.tr,202.120.192.193.static.turk.net (193.192.120.202),24.483
,,
itu.edu.tr,Abdullah-Laptop (172.30.144.1),0.237
itu.edu.tr,V12.bbrouter (192.168.1.1),16.131
itu.edu.tr,172.17.1.250 (172.17.1.250),17.81
itu.edu.tr,225.100.146.159.srv.turk.net (159.146.100.225),31.92
itu.edu.tr,226.100.146.159.srv.turk.net (159.146.100.226),8.541
itu.edu.tr,229.100.146.159.srv.turk.net (159.146.100.229),21.676
itu.edu.tr,201.120.192.193.static.turk.net (193.192.120.201),35.637
itu.edu.tr,202.120.192.193.static.turk.net (193.192.120.202),24.209
,,
itu.edu.tr,Abdullah-Laptop (172.30.144.1),5.959
itu.edu.tr,V12.bbrouter (192.168.1.1),6.886
itu.edu.tr,172.17.1.250 (172.17.1.250),15.502
itu.edu.tr,225.100.146.159.srv.turk.net (159.146.100.225),17.536
itu.edu.tr,226.100.146.159.srv.turk.net (159.146.100.226),16.857
itu.edu.tr,229.100.146.159.srv.turk.net (159.146.100.229),29.741
itu.edu.tr,201.120.192.193.static.turk.net (193.192.120.201),14.668
itu.edu.tr,202.120.192.193.static.turk.net (193.192.120.202),17.334
,,
itu.edu.tr,Abdullah-Laptop (172.30.144.1),7.458
itu.edu.tr,V12.bbrouter (192.168.1.1),2.645
itu.edu.tr,172.17.1.250 (172.17.1.250),18.543
itu.edu.tr,225.100.146.159.srv.turk.net (159.146.100.225),16.024
itu.edu.tr,226.100.146.159.srv.turk.net (159.146.100.226),20.355
itu.edu.tr,229.100.146.159.srv.turk.net (159.146.100.229),16.284
itu.edu.tr,201.120.192.193.static.turk.net (193.192.120.201),20.371
itu.edu.tr,202.120.192.193.static.turk.net (193.192.120.202),26.57
,,
itu.edu.tr,Abdullah-Laptop (172.30.144.1),5.993
itu.edu.tr,192.168.1.1 (192.168.1.1),12.961
itu.edu.tr,201.120.192.193.static.turk.net (193.192.120.201),16.065
itu.edu.tr,202.120.192.193.static.turk.net (193.192.120.202),28.799
,,
metu.edu.tr,Abdullah-Laptop (172.30.144.1),2.164
metu.edu.tr,V12.bbrouter (192.168.1.1),9.252
metu.edu.tr,172.17.1.250 (172.17.1.250),9.812
metu.edu.tr,225.100.146.159.srv.turk.net (159.146.100.225),27.609
metu.edu.tr,226.100.146.159.srv.turk.net (159.146.100.226),21.931
metu.edu.tr,229.100.146.159.srv.turk.net (159.146.100.229),28.92
metu.edu.tr,26.77.146.159.srv.turk.net (159.146.77.26),26.17
metu.edu.tr,193.192.103.43 (193.192.103.43),22.272
metu.edu.tr,70.96.154.212.static.turk.net (212.154.96.70),23.092
metu.edu.tr,144.122.1.18 (144.122.1.18),26.355
,,
metu.edu.tr,Abdullah-Laptop (172.30.144.1),5.389
metu.edu.tr,V12.bbrouter (192.168.1.1),5.007
metu.edu.tr,172.17.1.250 (172.17.1.250),11.117
metu.edu.tr,225.100.146.159.srv.turk.net (159.146.100.225),15.21
metu.edu.tr,226.100.146.159.srv.turk.net (159.146.100.226),4.992
metu.edu.tr,229.100.146.159.srv.turk.net (159.146.100.229),13.652
metu.edu.tr,101.100.146.159.srv.turk.net (159.146.100.101),19.816
metu.edu.tr,193.192.103.43 (193.192.103.43),25.396
metu.edu.tr,70.96.154.212.static.turk.net (212.154.96.70),16.587
metu.edu.tr,144.122.1.18 (144.122.1.18),17.123
,,
metu.edu.tr,Abdullah-Laptop (172.30.144.1),5.757
metu.edu.tr,V12.bbrouter (192.168.1.1),8.331
metu.edu.tr,172.17.1.250 (172.17.1.250),14.747
metu.edu.tr,225.100.146.159.srv.turk.net (159.146.100.225),19.747
metu.edu.tr,226.100.146.159.srv.turk.net (159.146.100.226),8.663
metu.edu.tr,229.100.146.159.srv.turk.net (159.146.100.229),20.557
metu.edu.tr,26.77.146.159.srv.turk.net (159.146.77.26),19.577
metu.edu.tr,193.192.103.43 (193.192.103.43),23.268
metu.edu.tr,70.96.154.212.static.turk.net (212.154.96.70),18.795
metu.edu.tr,144.122.1.18 (144.122.1.18),20.021
,,
metu.edu.tr,Abdullah-Laptop (172.30.144.1),4.007
metu.edu.tr,V12.bbrouter (192.168.1.1),8.387
metu.edu.tr,172.17.1.250 (172.17.1.250),12.571
metu.edu.tr,225.100.146.159.srv.turk.net (159.146.100.225),19.418
metu.edu.tr,226.100.146.159.srv.turk.net (159.146.100.226),12.827
metu.edu.tr,229.100.146.159.srv.turk.net (159.146.100.229),14.935
metu.edu.tr,26.77.146.159.srv.turk.net (159.146.77.26),18.473
metu.edu.tr,193.192.103.43 (193.192.103.43),22.921
metu.edu.tr,70.96.154.212.static.turk.net (212.154.96.70),18.594
metu.edu.tr,144.122.1.18 (144.122.1.18),21.798
,,
metu.edu.tr,Abdullah-Laptop (172.30.144.1),1.077
metu.edu.tr,V12.bbrouter (192.168.1.1),5.331
metu.edu.tr,172.17.1.250 (172.17.1.250),7.505
metu.edu.tr,225.100.146.159.srv.turk.net (159.146.100.225),8.239
metu.edu.tr,226.100.146.159.srv.turk.net (159.146.100.226),17.336
metu.edu.tr,229.100.146.159.srv.turk.net (159.146.100.229),18.382
metu.edu.tr,26.77.146.159.srv.turk.net (159.146.77.26),38.143
metu.edu.tr,193.192.103.43 (193.192.103.43),18.763
metu.edu.tr,70.96.154.212.static.turk.net (212.154.96.70),20.684
metu.edu.tr,144.122.1.18 (144.122.1.18),14.831
,,
metu.edu.tr,Abdullah-Laptop (172.30.144.1),0.68
metu.edu.tr,V12.bbrouter (192.168.1.1),8.137
metu.edu.tr,172.17.1.250 (172.17.1.250),8.719
metu.edu.tr,225.100.146.159.srv.turk.net (159.146.100.225),9.058
metu.edu.tr,226.100.146.159.srv.turk.net (159.146.100.226),10.437
metu.edu.tr,229.100.146.159.srv.turk.net (159.146.100.229),14.541
metu.edu.tr,26.77.146.159.srv.turk.net (159.146.77.26),17.362
metu.edu.tr,193.192.103.43 (193.192.103.43),16.876
metu.edu.tr,70.96.154.212.static.turk.net (212.154.96.70),14.461
metu.edu.tr,144.122.1.18 (144.122.1.18),22.795
,,
metu.edu.tr,Abdullah-Laptop (172.30.144.1),4.576
metu.edu.tr,V12.bbrouter (192.168.1.1),12.193
metu.edu.tr,172.17.1.250 (172.17.1.250),13.153
metu.edu.tr,225.100.146.159.srv.turk.net (159.146.100.225),21.077
metu.edu.tr,226.100.146.159.srv.turk.net (159.146.100.226),14.132
metu.edu.tr,229.100.146.159.srv.turk.net (159.146.100.229),9.668
metu.edu.tr,26.77.146.159.srv.turk.net (159.146.77.26),21.139
metu.edu.tr,193.192.103.43 (193.192.103.43),13.253
metu.edu.tr,70.96.154.212.static.turk.net (212.154.96.70),19.95
metu.edu.tr,144.122.1.18 (144.122.1.18),23.94
,,
metu.edu.tr,Abdullah-Laptop (172.30.144.1),1.885
metu.edu.tr,V12.bbrouter (192.168.1.1),2.533
metu.edu.tr,172.17.1.250 (172.17.1.250),10.119
metu.edu.tr,225.100.146.159.srv.turk.net (159.146.100.225),14.445
metu.edu.tr,226.100.146.159.srv.turk.net (159.146.100.226),11.653
metu.edu.tr,229.100.146.159.srv.turk.net (159.146.100.229),20.31
metu.edu.tr,26.77.146.159.srv.turk.net (159.146.77.26),25.862
metu.edu.tr,193.192.103.43 (193.192.103.43),19.397
metu.edu.tr,70.96.154.212.static.turk.net (212.154.96.70),18.116
metu.edu.tr,144.122.1.18 (144.122.1.18),15.956
,,
metu.edu.tr,Abdullah-Laptop (172.30.144.1),1.301
metu.edu.tr,V12.bbrouter (192.168.1.1),7.774
metu.edu.tr,172.17.1.250 (172.17.1.250),8.348
metu.edu.tr,225.100.146.159.srv.turk.net (159.146.100.225),12.623
metu.edu.tr,226.100.146.159.srv.turk.net (159.146.100.226),11.488
metu.edu.tr,229.100.146.159.srv.turk.net (159.146.100.229),13.018
metu.edu.tr,101.100.146.159.srv.turk.net (159.146.100.101),23.156
metu.edu.tr,193.192.103.43 (193.192.103.43),16.904
metu.edu.tr,70.96.154.212.static.turk.net (212.154.96.70),26.065
metu.edu.tr,144.122.1.18 (144.122.1.18),19.529
,,
metu.edu.tr,Abdullah-Laptop (172.30.144.1),2.072
metu.edu.tr,V12.bbrouter (192.168.1.1),10.758
metu.edu.tr,229.100.146.159.srv.turk.net (159.146.100.229),114.326
metu.edu.tr,26.77.146.159.srv.turk.net (159.146.77.26),133.469
metu.edu.tr,193.192.103.43 (193.192.103.43),22.385
metu.edu.tr,70.96.154.212.static.turk.net (212.154.96.70),25.238
metu.edu.tr,144.122.1.18 (144.122.1.18),16.823
,,
en.iyte.edu.tr,Abdullah-Laptop (172.30.144.1),0.866
en.iyte.edu.tr,V12.bbrouter (192.168.1.1),5.688
en.iyte.edu.tr,225.100.146.159.srv.turk.net (159.146.100.225),112.534
en.iyte.edu.tr,229.100.146.159.srv.turk.net (159.146.100.229),116.193
en.iyte.edu.tr,101.100.146.159.srv.turk.net (159.146.100.101),24.294
en.iyte.edu.tr,193.192.103.43 (193.192.103.43),15.566
en.iyte.edu.tr,70.96.154.212.static.turk.net (212.154.96.70),21.989
en.iyte.edu.tr,194.27.0.250 (194.27.0.250),35.963
,,
en.iyte.edu.tr,Abdullah-Laptop (172.30.144.1),6.711
en.iyte.edu.tr,V12.bbrouter (192.168.1.1),9.665
en.iyte.edu.tr,172.17.1.250 (172.17.1.250),14.705
en.iyte.edu.tr,225.100.146.159.srv.turk.net (159.146.100.225),14.333
en.iyte.edu.tr,226.100.146.159.srv.turk.net (159.146.100.226),12.278
en.iyte.edu.tr,229.100.146.159.srv.turk.net (159.146.100.229),12.443
en.iyte.edu.tr,26.77.146.159.srv.turk.net (159.146.77.26),22.15
en.iyte.edu.tr,193.192.103.43 (193.192.103.43),18.206
en.iyte.edu.tr,70.96.154.212.static.turk.net (212.154.96.70),23.462
en.iyte.edu.tr,194.27.0.250 (194.27.0.250),31.862
,,
en.iyte.edu.tr,Abdullah-Laptop (172.30.144.1),3.488
en.iyte.edu.tr,V12.bbrouter (192.168.1.1),3.743
en.iyte.edu.tr,172.17.1.250 (172.17.1.250),11.369
en.iyte.edu.tr,225.100.146.159.srv.turk.net (159.146.100.225),10.947
en.iyte.edu.tr,226.100.146.159.srv.turk.net (159.146.100.226),12.623
en.iyte.edu.tr,229.100.146.159.srv.turk.net (159.146.100.229),16.051
en.iyte.edu.tr,101.100.146.159.srv.turk.net (159.146.100.101),27.809
en.iyte.edu.tr,193.192.103.43 (193.192.103.43),18.138
en.iyte.edu.tr,70.96.154.212.static.turk.net (212.154.96.70),20.269
en.iyte.edu.tr,194.27.0.250 (194.27.0.250),36.932
,,
en.iyte.edu.tr,Abdullah-Laptop (172.30.144.1),3.153
en.iyte.edu.tr,V12.bbrouter (192.168.1.1),20.12
en.iyte.edu.tr,172.17.1.250 (172.17.1.250),6.096
en.iyte.edu.tr,225.100.146.159.srv.turk.net (159.146.100.225),34.998
en.iyte.edu.tr,226.100.146.159.srv.turk.net (159.146.100.226),29.384
en.iyte.edu.tr,229.100.146.159.srv.turk.net (159.146.100.229),28.695
en.iyte.edu.tr,101.100.146.159.srv.turk.net (159.146.100.101),21.021
en.iyte.edu.tr,193.192.103.43 (193.192.103.43),10.977
en.iyte.edu.tr,70.96.154.212.static.turk.net (212.154.96.70),22.53
en.iyte.edu.tr,194.27.0.250 (194.27.0.250),34.213
,,
en.iyte.edu.tr,Abdullah-Laptop (172.30.144.1),1.208
en.iyte.edu.tr,V12.bbrouter (192.168.1.1),13.728
en.iyte.edu.tr,172.17.1.250 (172.17.1.250),15.336
en.iyte.edu.tr,225.100.146.159.srv.turk.net (159.146.100.225),12.507
en.iyte.edu.tr,226.100.146.159.srv.turk.net (159.146.100.226),13.091
en.iyte.edu.tr,229.100.146.159.srv.turk.net (159.146.100.229),21.29
en.iyte.edu.tr,26.77.146.159.srv.turk.net (159.146.77.26),128.863
en.iyte.edu.tr,193.192.103.43 (193.192.103.43),15.941
en.iyte.edu.tr,70.96.154.212.static.turk.net (212.154.96.70),22.569
,,
en.iyte.edu.tr,Abdullah-Laptop (172.30.144.1),5.789
en.iyte.edu.tr,V12.bbrouter (192.168.1.1),3.933
en.iyte.edu.tr,172.17.1.250 (172.17.1.250),14.566
en.iyte.edu.tr,225.100.146.159.srv.turk.net (159.146.100.225),10.112
en.iyte.edu.tr,226.100.146.159.srv.turk.net (159.146.100.226),5.865
en.iyte.edu.tr,229.100.146.159.srv.turk.net (159.146.100.229),11.465
en.iyte.edu.tr,26.77.146.159.srv.turk.net (159.146.77.26),21.425
en.iyte.edu.tr,193.192.103.43 (193.192.103.43),15.556
en.iyte.edu.tr,70.96.154.212.static.turk.net (212.154.96.70),19.514
en.iyte.edu.tr,194.27.0.250 (194.27.0.250),87.094
,,
en.iyte.edu.tr,Abdullah-Laptop (172.30.144.1),1.096
en.iyte.edu.tr,V12.bbrouter (192.168.1.1),14.007
en.iyte.edu.tr,172.17.1.250 (172.17.1.250),14.058
en.iyte.edu.tr,225.100.146.159.srv.turk.net (159.146.100.225),16.744
en.iyte.edu.tr,226.100.146.159.srv.turk.net (159.146.100.226),11.946
en.iyte.edu.tr,229.100.146.159.srv.turk.net (159.146.100.229),9.954
en.iyte.edu.tr,26.77.146.159.srv.turk.net (159.146.77.26),23.294
en.iyte.edu.tr,193.192.103.43 (193.192.103.43),22.563
en.iyte.edu.tr,70.96.154.212.static.turk.net (212.154.96.70),21.288
en.iyte.edu.tr,194.27.0.250 (194.27.0.250),35.704
,,
en.iyte.edu.tr,Abdullah-Laptop (172.30.144.1),4.607
en.iyte.edu.tr,V12.bbrouter (192.168.1.1),5.494
en.iyte.edu.tr,172.17.1.250 (172.17.1.250),17.492
en.iyte.edu.tr,225.100.146.159.srv.turk.net (159.146.100.225),13.467
en.iyte.edu.tr,226.100.146.159.srv.turk.net (159.146.100.226),10.792
en.iyte.edu.tr,229.100.146.159.srv.turk.net (159.146.100.229),21.489
en.iyte.edu.tr,26.77.146.159.srv.turk.net (159.146.77.26),25.327
en.iyte.edu.tr,193.192.103.43 (193.192.103.43),23.635
en.iyte.edu.tr,70.96.154.212.static.turk.net (212.154.96.70),15.351
en.iyte.edu.tr,194.27.0.250 (194.27.0.250),28.479
,,
en.iyte.edu.tr,Abdullah-Laptop (172.30.144.1),6.904
en.iyte.edu.tr,V12.bbrouter (192.168.1.1),7.887
en.iyte.edu.tr,172.17.1.250 (172.17.1.250),7.724
en.iyte.edu.tr,225.100.146.159.srv.turk.net (159.146.100.225),15.848
en.iyte.edu.tr,226.100.146.159.srv.turk.net (159.146.100.226),15.307
en.iyte.edu.tr,229.100.146.159.srv.turk.net (159.146.100.229),14.145
en.iyte.edu.tr,26.77.146.159.srv.turk.net (159.146.77.26),23.067
en.iyte.edu.tr,193.192.103.43 (193.192.103.43),76.295
en.iyte.edu.tr,70.96.154.212.static.turk.net (212.154.96.70),77.111
,,
en.iyte.edu.tr,Abdullah-Laptop (172.30.144.1),5.379
en.iyte.edu.tr,V12.bbrouter (192.168.1.1),10.925
en.iyte.edu.tr,172.17.1.250 (172.17.1.250),9.12
en.iyte.edu.tr,225.100.146.159.srv.turk.net (159.146.100.225),22.307
en.iyte.edu.tr,226.100.146.159.srv.turk.net (159.146.100.226),13.88
en.iyte.edu.tr,229.100.146.159.srv.turk.net (159.146.100.229),29.918
en.iyte.edu.tr,101.100.146.159.srv.turk.net (159.146.100.101),32.939
en.iyte.edu.tr,193.192.103.43 (193.192.103.43),18.526
en.iyte.edu.tr,70.96.154.212.static.turk.net (212.154.96.70),22.902
en.iyte.edu.tr,194.27.0.250 (194.27.0.250),32.828
,,
erbakan.edu.tr,Abdullah-Laptop (172.30.144.1),2.893
erbakan.edu.tr,V12.bbrouter (192.168.1.1),8.013
erbakan.edu.tr,172.17.1.250 (172.17.1.250),12.231
erbakan.edu.tr,225.100.146.159.srv.turk.net (159.146.100.225),17.425
erbakan.edu.tr,226.100.146.159.srv.turk.net (159.146.100.226),7.137
erbakan.edu.tr,229.100.146.159.srv.turk.net (159.146.100.229),20.5
erbakan.edu.tr,5.3.146.159.srv.turk.net (159.146.3.5),8.887
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),7.889
erbakan.edu.tr,172.67.69.193 (172.67.69.193),27.525
,,
erbakan.edu.tr,Abdullah-Laptop (172.30.144.1),0.584
erbakan.edu.tr,V12.bbrouter (192.168.1.1),6.952
erbakan.edu.tr,172.17.1.250 (172.17.1.250),7.184
erbakan.edu.tr,225.100.146.159.srv.turk.net (159.146.100.225),9.568
erbakan.edu.tr,226.100.146.159.srv.turk.net (159.146.100.226),17.451
erbakan.edu.tr,229.100.146.159.srv.turk.net (159.146.100.229),11.061
erbakan.edu.tr,5.3.146.159.srv.turk.net (159.146.3.5),12.148
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),19.795
erbakan.edu.tr,172.67.69.193 (172.67.69.193),20.058
,,
erbakan.edu.tr,Abdullah-Laptop (172.30.144.1),3.463
erbakan.edu.tr,V12.bbrouter (192.168.1.1),2.658
erbakan.edu.tr,172.17.1.250 (172.17.1.250),13.445
erbakan.edu.tr,225.100.146.159.srv.turk.net (159.146.100.225),6.972
erbakan.edu.tr,226.100.146.159.srv.turk.net (159.146.100.226),9.809
erbakan.edu.tr,229.100.146.159.srv.turk.net (159.146.100.229),21.458
erbakan.edu.tr,5.3.146.159.srv.turk.net (159.146.3.5),13.207
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),10.909
erbakan.edu.tr,172.67.69.193 (172.67.69.193),7.253
,,
erbakan.edu.tr,Abdullah-Laptop (172.30.144.1),1.575
erbakan.edu.tr,V12.bbrouter (192.168.1.1),2.342
erbakan.edu.tr,172.17.1.250 (172.17.1.250),8.136
erbakan.edu.tr,225.100.146.159.srv.turk.net (159.146.100.225),14.037
erbakan.edu.tr,226.100.146.159.srv.turk.net (159.146.100.226),15.048
erbakan.edu.tr,229.100.146.159.srv.turk.net (159.146.100.229),17.217
erbakan.edu.tr,5.3.146.159.srv.turk.net (159.146.3.5),15.206
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),7.999
erbakan.edu.tr,172.67.69.193 (172.67.69.193),8.124
,,
erbakan.edu.tr,Abdullah-Laptop (172.30.144.1),2.962
erbakan.edu.tr,V12.bbrouter (192.168.1.1),7.799
erbakan.edu.tr,172.17.1.250 (172.17.1.250),12.194
erbakan.edu.tr,225.100.146.159.srv.turk.net (159.146.100.225),27.377
erbakan.edu.tr,226.100.146.159.srv.turk.net (159.146.100.226),15.88
erbakan.edu.tr,229.100.146.159.srv.turk.net (159.146.100.229),29.878
erbakan.edu.tr,5.3.146.159.srv.turk.net (159.146.3.5),10.911
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),20.907
erbakan.edu.tr,172.67.69.193 (172.67.69.193),10.595
,,
erbakan.edu.tr,Abdullah-Laptop (172.30.144.1),2.654
erbakan.edu.tr,V12.bbrouter (192.168.1.1),8.06
erbakan.edu.tr,172.17.1.250 (172.17.1.250),15.191
erbakan.edu.tr,225.100.146.159.srv.turk.net (159.146.100.225),15.309
erbakan.edu.tr,226.100.146.159.srv.turk.net (159.146.100.226),11.234
erbakan.edu.tr,229.100.146.159.srv.turk.net (159.146.100.229),13.167
erbakan.edu.tr,5.3.146.159.srv.turk.net (159.146.3.5),14.888
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),42.234
erbakan.edu.tr,172.67.69.193 (172.67.69.193),17.092
,,
erbakan.edu.tr,Abdullah-Laptop (172.30.144.1),1.21
erbakan.edu.tr,V12.bbrouter (192.168.1.1),5.468
erbakan.edu.tr,172.17.1.250 (172.17.1.250),12.828
erbakan.edu.tr,225.100.146.159.srv.turk.net (159.146.100.225),21.634
erbakan.edu.tr,226.100.146.159.srv.turk.net (159.146.100.226),14.919
erbakan.edu.tr,229.100.146.159.srv.turk.net (159.146.100.229),14.578
erbakan.edu.tr,5.3.146.159.srv.turk.net (159.146.3.5),15.598
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),11.233
erbakan.edu.tr,172.67.69.193 (172.67.69.193),64.981
,,
erbakan.edu.tr,Abdullah-Laptop (172.30.144.1),7.755
erbakan.edu.tr,V12.bbrouter (192.168.1.1),3.666
erbakan.edu.tr,172.17.1.250 (172.17.1.250),6.831
erbakan.edu.tr,225.100.146.159.srv.turk.net (159.146.100.225),18.605
erbakan.edu.tr,226.100.146.159.srv.turk.net (159.146.100.226),11.165
erbakan.edu.tr,229.100.146.159.srv.turk.net (159.146.100.229),11.373
erbakan.edu.tr,5.3.146.159.srv.turk.net (159.146.3.5),5.979
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),19.349
erbakan.edu.tr,172.67.69.193 (172.67.69.193),14.264
,,
erbakan.edu.tr,Abdullah-Laptop (172.30.144.1),5.63
erbakan.edu.tr,V12.bbrouter (192.168.1.1),9.269
erbakan.edu.tr,172.17.1.250 (172.17.1.250),14.566
erbakan.edu.tr,225.100.146.159.srv.turk.net (159.146.100.225),12.401
erbakan.edu.tr,226.100.146.159.srv.turk.net (159.146.100.226),15.683
erbakan.edu.tr,229.100.146.159.srv.turk.net (159.146.100.229),7.533
erbakan.edu.tr,5.3.146.159.srv.turk.net (159.146.3.5),7.563
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),9.013
erbakan.edu.tr,172.67.69.193 (172.67.69.193),8.0
,,
erbakan.edu.tr,Abdullah-Laptop (172.30.144.1),3.107
erbakan.edu.tr,V12.bbrouter (192.168.1.1),8.269
erbakan.edu.tr,172.17.1.250 (172.17.1.250),17.037
erbakan.edu.tr,225.100.146.159.srv.turk.net (159.146.100.225),6.787
erbakan.edu.tr,226.100.146.159.srv.turk.net (159.146.100.226),14.243
erbakan.edu.tr,229.100.146.159.srv.turk.net (159.146.100.229),18.913
erbakan.edu.tr,5.3.146.159.srv.turk.net (159.146.3.5),11.888
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),9.625
erbakan.edu.tr,172.67.69.193 (172.67.69.193),16.197
,,
uzh.ch,Abdullah-Laptop (172.30.144.1),2.234
uzh.ch,V12.bbrouter (192.168.1.1),3.549
uzh.ch,172.17.1.250 (172.17.1.250),7.526
uzh.ch,225.100.146.159.srv.turk.net (159.146.100.225),17.635
uzh.ch,226.100.146.159.srv.turk.net (159.146.100.226),8.765
uzh.ch,229.100.146.159.srv.turk.net (159.146.100.229),14.989
uzh.ch,* esks-mrkz-tto-Gi0-0-1-298.turk.net (212.154.122.242),16.654
uzh.ch,34-acibadem-xrs-t2-1---34-acibadem-sr12e-t3-8.statik.turktelekom.com.tr (81.212.216.50),18.624
uzh.ch,301-fra-col-2---34-ebgp-acibadem-sr12e-k.statik.turktelekom.com.tr (212.156.101.230),58.531
uzh.ch,* * ffm-b16-link.ip.twelve99.net (62.115.38.34),43.13
uzh.ch,SWITCH.ear2.Frankfurt1.Level3.net (213.19.204.142),50.776
uzh.ch,213.248.79.190 (213.248.79.190),50.929
uzh.ch,swiTO1-100GE-0-0-1-0.switch.ch (130.59.36.106),54.378
uzh.ch,swiPS2-100GE-0-0-1-4.switch.ch (130.59.37.58),48.43
uzh.ch,swiZH3-100GE-0-0-0-2.switch.ch (130.59.36.170),57.438
uzh.ch,uzhix1-eth5-1.uzh.ch (192.41.136.2),58.8
,,
uzh.ch,Abdullah-Laptop (172.30.144.1),5.859
uzh.ch,V12.bbrouter (192.168.1.1),9.693
uzh.ch,172.17.1.250 (172.17.1.250),11.414
uzh.ch,225.100.146.159.srv.turk.net (159.146.100.225),22.168
uzh.ch,226.100.146.159.srv.turk.net (159.146.100.226),12.687
uzh.ch,229.100.146.159.srv.turk.net (159.146.100.229),23.339
uzh.ch,esks-mrkz-tto-Gi0-0-1-298.turk.net (212.154.122.242),10.733
uzh.ch,34-acibadem-xrs-t2-2---34-acibadem-sr12e-t3-8.statik.turktelekom.com.tr (81.212.216.12),20.149
uzh.ch,301-fra-col-2---34-ebgp-acibadem-sr12e-k.statik.turktelekom.com.tr (212.156.101.230),141.679
uzh.ch,ffm-b16-link.ip.twelve99.net (62.115.38.34),149.585
uzh.ch,SWITCH.ear2.Frankfurt1.Level3.net (213.19.204.142),118.315
uzh.ch,213.248.79.190 (213.248.79.190),101.693
uzh.ch,swiPS1-100GE-0-0-1-3.switch.ch (130.59.37.190),102.498
uzh.ch,swiZH1-100GE-0-0-0-4.switch.ch (130.59.36.38),105.66
uzh.ch,swiZH3-B6.switch.ch (130.59.37.66),107.347
