Destination,Hop,Delay (ms),Group
metu.edu.tr,144.122.1.18 (144.122.1.18),102.277,5011
metu.edu.tr,144.122.1.18 (144.122.1.18),118.835,5012
metu.edu.tr,144.122.1.18 (144.122.1.18),181.957,5013
metu.edu.tr,144.122.1.18 (144.122.1.18),148.206,5014
metu.edu.tr,144.122.1.18 (144.122.1.18),141.522,5015
metu.edu.tr,144.122.1.18 (144.122.1.18),84.234,5016
metu.edu.tr,144.122.1.18 (144.122.1.18),40.424,5017
metu.edu.tr,144.122.1.18 (144.122.1.18),175.164,5018
metu.edu.tr,144.122.1.18 (144.122.1.18),186.059,5019
en.iyte.edu.tr,194.27.0.18 (194.27.0.18),31.767,5020
en.iyte.edu.tr,193.255.0.141 (193.255.0.141),37.463,5021
en.iyte.edu.tr,194.27.0.18 (194.27.0.18),294.672,5022
en.iyte.edu.tr,193.255.0.141 (193.255.0.141),32.75,5023
en.iyte.edu.tr,* 194.27.0.18 (194.27.0.18),101.124,5024
en.iyte.edu.tr,* 194.27.0.18 (194.27.0.18),152.451,5025
en.iyte.edu.tr,* 194.27.0.18 (194.27.0.18),405.908,5026
en.iyte.edu.tr,* 194.27.0.18 (194.27.0.18),439.559,5027
en.iyte.edu.tr,194.27.0.18 (194.27.0.18),524.402,5028
en.iyte.edu.tr,194.27.0.18 (194.27.0.18),659.944,5029
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),480.067,5030
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),562.183,5031
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),754.078,5032
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),227.56,5033
erbakan.edu.tr,istn-gyrt-tnp-Gi0-3-280.turk.net (212.154.122.41),567.791,5034
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),1225.324,5035
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),318.955,5036
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),683.619,5037
