Destination,Hop,Delay (ms),Group
itu.edu.tr,161.9.79.253 (161.9.79.253),7.597,0
itu.edu.tr,161.9.79.253 (161.9.79.253),16.072,1
itu.edu.tr,161.9.79.253 (161.9.79.253),13.65,2
itu.edu.tr,161.9.79.253 (161.9.79.253),34.49,3
itu.edu.tr,161.9.79.253 (161.9.79.253),248.696,4
itu.edu.tr,161.9.79.253 (161.9.79.253),80.503,5
itu.edu.tr,161.9.79.253 (161.9.79.253),25.796,6
itu.edu.tr,161.9.79.253 (161.9.79.253),29.425,7
itu.edu.tr,161.9.79.253 (161.9.79.253),5.604,8
itu.edu.tr,161.9.79.253 (161.9.79.253),95.699,9
metu.edu.tr,144.122.1.18 (144.122.1.18),124.491,10
metu.edu.tr,144.122.1.18 (144.122.1.18),100.803,11
metu.edu.tr,144.122.1.18 (144.122.1.18),126.354,12
metu.edu.tr,144.122.1.18 (144.122.1.18),182.841,13
metu.edu.tr,144.122.1.18 (144.122.1.18),144.613,14
metu.edu.tr,144.122.1.18 (144.122.1.18),146.221,15
metu.edu.tr,144.122.1.18 (144.122.1.18),80.547,16
metu.edu.tr,144.122.1.18 (144.122.1.18),37.789,17
metu.edu.tr,144.122.1.18 (144.122.1.18),181.273,18
metu.edu.tr,144.122.1.18 (144.122.1.18),181.882,19
en.iyte.edu.tr,194.27.0.18 (194.27.0.18),32.577,20
en.iyte.edu.tr,193.255.0.141 (193.255.0.141),36.281,21
en.iyte.edu.tr,194.27.0.18 (194.27.0.18),291.031,22
en.iyte.edu.tr,193.255.0.141 (193.255.0.141),27.088,23
en.iyte.edu.tr,* 194.27.0.18 (194.27.0.18),100.768,24
en.iyte.edu.tr,* 194.27.0.18 (194.27.0.18),155.966,25
en.iyte.edu.tr,* 194.27.0.18 (194.27.0.18),401.752,26
en.iyte.edu.tr,* 194.27.0.18 (194.27.0.18),436.881,27
en.iyte.edu.tr,194.27.0.18 (194.27.0.18),523.899,28
en.iyte.edu.tr,194.27.0.18 (194.27.0.18),660.479,29
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),481.608,30
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),561.398,31
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),757.268,32
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),230.071,33
erbakan.edu.tr,istn-gyrt-tnp-Gi0-3-280.turk.net (212.154.122.41),568.437,34
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),1222.474,35
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),313.998,36
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),689.331,37
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),550.174,38
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),803.907,39
uzh.ch,uzhix1-eth5-1.uzh.ch (192.41.136.2),775.861,40
uzh.ch,uzhix1-eth5-1.uzh.ch (192.41.136.2),411.186,41
uzh.ch,uzhix1-eth5-1.uzh.ch (192.41.136.2),1024.573,42
uzh.ch,uzhix1-eth5-1.uzh.ch (192.41.136.2),1106.224,43
uzh.ch,uzhix1-eth5-1.uzh.ch (192.41.136.2),967.801,44
uzh.ch,uzhix1-eth5-1.uzh.ch (192.41.136.2),860.624,45
uzh.ch,uzhix1-eth5-1.uzh.ch (192.41.136.2),841.15,46
uzh.ch,uzhix1-eth5-1.uzh.ch (192.41.136.2),622.252,47
uzh.ch,uzhix1-eth5-1.uzh.ch (192.41.136.2),1155.319,48
uzh.ch,uzhix1-eth5-1.uzh.ch (192.41.136.2),773.051,49
google.com,142.251.227.251 (142.251.227.251),793.655,50
google.com,142.251.227.251 (142.251.227.251),1169.451,51
google.com,* * 142.251.227.253 (142.251.227.253),442.775,52
google.com,* * 142.251.227.251 (142.251.227.251),301.827,53
google.com,* * 108.170.250.161 (108.170.250.161),205.758,54
google.com,* 142.251.227.251 (142.251.227.251),419.076,55
google.com,142.251.227.251 (142.251.227.251),436.547,56
google.com,142.251.227.251 (142.251.227.251),672.3,57
google.com,142.251.227.251 (142.251.227.251),623.928,58
google.com,* * 142.251.227.253 (142.251.227.253),558.209,59
cam.ac.uk,s-dr.f-sv-net.net.cam.ac.uk (128.232.128.6),1070.078,60
cam.ac.uk,s-dr.f-sv-net.net.cam.ac.uk (128.232.128.6),1603.386,61
cam.ac.uk,s-dr.f-sv-net.net.cam.ac.uk (128.232.128.6),1304.161,62
cam.ac.uk,s-dr.f-sv-net.net.cam.ac.uk (128.232.128.6),1067.14,63
cam.ac.uk,s-dr.f-sv-net.net.cam.ac.uk (128.232.128.6),1275.121,64
cam.ac.uk,s-dr.f-sv-net.net.cam.ac.uk (128.232.128.6),1129.357,65
cam.ac.uk,s-dr.f-sv-net.net.cam.ac.uk (128.232.128.6),785.603,66
cam.ac.uk,s-dr.f-sv-net.net.cam.ac.uk (128.232.128.6),1032.301,67
