Destination,Hop,Delay (ms)
metu.edu.tr,160.75.126.25 (160.75.126.25),139.489
metu.edu.tr,193.255.0.141 (193.255.0.141),135.688
metu.edu.tr,193.140.0.149 (193.140.0.149),144.832
metu.edu.tr,144.122.1.18 (144.122.1.18),80.547
,,
metu.edu.tr,Abdullah-Laptop (172.30.144.1),7.657
metu.edu.tr,161.9.79.253 (161.9.79.253),20.207
metu.edu.tr,160.75.126.25 (160.75.126.25),23.693
metu.edu.tr,193.255.0.141 (193.255.0.141),22.919
metu.edu.tr,* 193.140.0.149 (193.140.0.149),51.174
metu.edu.tr,144.122.1.18 (144.122.1.18),37.789
,,
metu.edu.tr,Abdullah-Laptop (172.30.144.1),0.305
metu.edu.tr,161.9.79.253 (161.9.79.253),125.325
metu.edu.tr,160.75.126.25 (160.75.126.25),131.352
metu.edu.tr,193.255.0.141 (193.255.0.141),142.571
metu.edu.tr,193.140.0.149 (193.140.0.149),145.339
metu.edu.tr,144.122.1.18 (144.122.1.18),181.273
,,
metu.edu.tr,Abdullah-Laptop (172.30.144.1),3.618
metu.edu.tr,161.9.79.253 (161.9.79.253),84.66
metu.edu.tr,160.75.126.25 (160.75.126.25),73.087
metu.edu.tr,193.255.0.141 (193.255.0.141),76.689
metu.edu.tr,193.140.0.149 (193.140.0.149),87.146
metu.edu.tr,144.122.1.18 (144.122.1.18),181.882
,,
en.iyte.edu.tr,Abdullah-Laptop (172.30.144.1),0.175
en.iyte.edu.tr,161.9.79.253 (161.9.79.253),22.207
en.iyte.edu.tr,160.75.126.25 (160.75.126.25),22.524
en.iyte.edu.tr,193.255.0.141 (193.255.0.141),22.936
en.iyte.edu.tr,194.27.0.18 (194.27.0.18),32.577
,,
en.iyte.edu.tr,Abdullah-Laptop (172.30.144.1),1.996
en.iyte.edu.tr,161.9.79.253 (161.9.79.253),39.015
en.iyte.edu.tr,160.75.126.25 (160.75.126.25),41.777
en.iyte.edu.tr,193.255.0.141 (193.255.0.141),36.281
,,
en.iyte.edu.tr,Abdullah-Laptop (172.30.144.1),3.774
en.iyte.edu.tr,161.9.79.253 (161.9.79.253),285.625
en.iyte.edu.tr,160.75.126.25 (160.75.126.25),287.808
en.iyte.edu.tr,193.255.0.141 (193.255.0.141),280.392
en.iyte.edu.tr,194.27.0.18 (194.27.0.18),291.031
,,
en.iyte.edu.tr,Abdullah-Laptop (172.30.144.1),0.056
en.iyte.edu.tr,161.9.79.253 (161.9.79.253),34.188
en.iyte.edu.tr,160.75.126.25 (160.75.126.25),30.781
en.iyte.edu.tr,193.255.0.141 (193.255.0.141),27.088
,,
en.iyte.edu.tr,Abdullah-Laptop (172.30.144.1),4.678
en.iyte.edu.tr,161.9.79.253 (161.9.79.253),186.318
en.iyte.edu.tr,160.75.126.25 (160.75.126.25),182.863
en.iyte.edu.tr,193.255.0.141 (193.255.0.141),187.603
en.iyte.edu.tr,* 194.27.0.18 (194.27.0.18),100.768
,,
en.iyte.edu.tr,Abdullah-Laptop (172.30.144.1),2.713
en.iyte.edu.tr,161.9.79.253 (161.9.79.253),89.443
en.iyte.edu.tr,160.75.126.25 (160.75.126.25),83.894
en.iyte.edu.tr,193.255.0.141 (193.255.0.141),92.598
en.iyte.edu.tr,* 194.27.0.18 (194.27.0.18),155.966
,,
en.iyte.edu.tr,Abdullah-Laptop (172.30.144.1),1.552
en.iyte.edu.tr,161.9.79.253 (161.9.79.253),316.965
en.iyte.edu.tr,160.75.126.25 (160.75.126.25),310.898
en.iyte.edu.tr,193.255.0.141 (193.255.0.141),308.213
en.iyte.edu.tr,* 194.27.0.18 (194.27.0.18),401.752
,,
en.iyte.edu.tr,Abdullah-Laptop (172.30.144.1),1.36
en.iyte.edu.tr,161.9.79.253 (161.9.79.253),381.476
en.iyte.edu.tr,160.75.126.25 (160.75.126.25),375.695
en.iyte.edu.tr,193.255.0.141 (193.255.0.141),379.671
en.iyte.edu.tr,* 194.27.0.18 (194.27.0.18),436.881
,,
en.iyte.edu.tr,Abdullah-Laptop (172.30.144.1),5.44
en.iyte.edu.tr,161.9.79.253 (161.9.79.253),521.174
en.iyte.edu.tr,160.75.126.25 (160.75.126.25),525.776
en.iyte.edu.tr,193.255.0.141 (193.255.0.141),530.043
en.iyte.edu.tr,194.27.0.18 (194.27.0.18),523.899
,,
en.iyte.edu.tr,Abdullah-Laptop (172.30.144.1),2.698
en.iyte.edu.tr,161.9.79.253 (161.9.79.253),649.026
en.iyte.edu.tr,160.75.126.25 (160.75.126.25),651.978
en.iyte.edu.tr,193.255.0.141 (193.255.0.141),652.488
en.iyte.edu.tr,194.27.0.18 (194.27.0.18),660.479
,,
erbakan.edu.tr,Abdullah-Laptop (172.30.144.1),4.629
erbakan.edu.tr,161.9.79.253 (161.9.79.253),629.382
erbakan.edu.tr,160.75.126.25 (160.75.126.25),631.124
erbakan.edu.tr,193.255.0.141 (193.255.0.141),634.801
erbakan.edu.tr,201.120.192.193.static.turk.net (193.192.120.201),635.649
erbakan.edu.tr,* istn-gyrt-tnp-Gi0-3-280.turk.net (212.154.122.41),480.954
erbakan.edu.tr,5.3.146.159.srv.turk.net (159.146.3.5),481.106
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),481.608
,,
erbakan.edu.tr,Abdullah-Laptop (172.30.144.1),4.543
erbakan.edu.tr,161.9.79.253 (161.9.79.253),472.951
erbakan.edu.tr,160.75.126.25 (160.75.126.25),473.893
erbakan.edu.tr,193.255.0.141 (193.255.0.141),468.293
erbakan.edu.tr,201.120.192.193.static.turk.net (193.192.120.201),472.908
erbakan.edu.tr,217.217.70.95.reverse.turk.net (95.70.217.217),532.851
erbakan.edu.tr,5.3.146.159.srv.turk.net (159.146.3.5),565.967
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),561.398
,,
erbakan.edu.tr,Abdullah-Laptop (172.30.144.1),6.826
erbakan.edu.tr,161.9.79.253 (161.9.79.253),593.179
erbakan.edu.tr,160.75.126.25 (160.75.126.25),596.702
erbakan.edu.tr,193.255.0.141 (193.255.0.141),596.38
erbakan.edu.tr,201.120.192.193.static.turk.net (193.192.120.201),590.979
erbakan.edu.tr,217.217.70.95.reverse.turk.net (95.70.217.217),774.142
erbakan.edu.tr,5.3.146.159.srv.turk.net (159.146.3.5),759.216
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),757.268
,,
erbakan.edu.tr,Abdullah-Laptop (172.30.144.1),0.123
erbakan.edu.tr,* 201.120.192.193.static.turk.net (193.192.120.201),389.487
erbakan.edu.tr,217.217.70.95.reverse.turk.net (95.70.217.217),391.181
erbakan.edu.tr,5.3.146.159.srv.turk.net (159.146.3.5),298.518
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),230.071
,,
erbakan.edu.tr,Abdullah-Laptop (172.30.144.1),0.949
erbakan.edu.tr,161.9.79.253 (161.9.79.253),927.087
erbakan.edu.tr,160.75.126.25 (160.75.126.25),921.103
erbakan.edu.tr,193.255.0.141 (193.255.0.141),921.893
erbakan.edu.tr,201.120.192.193.static.turk.net (193.192.120.201),919.908
erbakan.edu.tr,istn-gyrt-tnp-Gi0-3-280.turk.net (212.154.122.41),568.437
,,
erbakan.edu.tr,Abdullah-Laptop (172.30.144.1),6.81
erbakan.edu.tr,161.9.79.253 (161.9.79.253),1054.197
erbakan.edu.tr,160.75.126.25 (160.75.126.25),1063.374
erbakan.edu.tr,193.255.0.141 (193.255.0.141),1061.448
erbakan.edu.tr,201.120.192.193.static.turk.net (193.192.120.201),1062.56
erbakan.edu.tr,istn-gyrt-tnp-Gi0-3-280.turk.net (212.154.122.41),775.541
erbakan.edu.tr,5.3.146.159.srv.turk.net (159.146.3.5),1224.264
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),1222.474
,,
erbakan.edu.tr,Abdullah-Laptop (172.30.144.1),0.896
erbakan.edu.tr,161.9.79.253 (161.9.79.253),759.91
erbakan.edu.tr,160.75.126.25 (160.75.126.25),762.996
erbakan.edu.tr,193.255.0.141 (193.255.0.141),760.724
erbakan.edu.tr,201.120.192.193.static.turk.net (193.192.120.201),763.817
erbakan.edu.tr,istn-gyrt-tnp-Gi0-3-280.turk.net (212.154.122.41),943.314
erbakan.edu.tr,5.3.146.159.srv.turk.net (159.146.3.5),313.842
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),313.998
,,
erbakan.edu.tr,Abdullah-Laptop (172.30.144.1),0.525
erbakan.edu.tr,161.9.79.253 (161.9.79.253),436.459
erbakan.edu.tr,160.75.126.25 (160.75.126.25),442.85
erbakan.edu.tr,193.255.0.141 (193.255.0.141),437.548
erbakan.edu.tr,201.120.192.193.static.turk.net (193.192.120.201),442.92
erbakan.edu.tr,istn-gyrt-tnp-Gi0-3-280.turk.net (212.154.122.41),452.75
erbakan.edu.tr,5.3.146.159.srv.turk.net (159.146.3.5),669.055
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),689.331
,,
erbakan.edu.tr,Abdullah-Laptop (172.30.144.1),1.401
erbakan.edu.tr,161.9.79.253 (161.9.79.253),359.037
erbakan.edu.tr,160.75.126.25 (160.75.126.25),364.087
erbakan.edu.tr,193.255.0.141 (193.255.0.141),361.858
erbakan.edu.tr,201.120.192.193.static.turk.net (193.192.120.201),358.155
erbakan.edu.tr,istn-gyrt-tnp-Gi0-3-280.turk.net (212.154.122.41),383.279
erbakan.edu.tr,5.3.146.159.srv.turk.net (159.146.3.5),551.415
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),550.174
,,
erbakan.edu.tr,Abdullah-Laptop (172.30.144.1),0.411
erbakan.edu.tr,161.9.79.253 (161.9.79.253),968.011
erbakan.edu.tr,160.75.126.25 (160.75.126.25),966.737
erbakan.edu.tr,193.255.0.141 (193.255.0.141),961.7
erbakan.edu.tr,201.120.192.193.static.turk.net (193.192.120.201),960.607
erbakan.edu.tr,istn-gyrt-tnp-Gi0-3-280.turk.net (212.154.122.41),807.714
erbakan.edu.tr,5.3.146.159.srv.turk.net (159.146.3.5),805.307
erbakan.edu.tr,6.3.146.159.srv.turk.net (159.146.3.6),803.907
,,
uzh.ch,Abdullah-Laptop (172.30.144.1),3.539
uzh.ch,161.9.79.253 (161.9.79.253),647.914
uzh.ch,160.75.126.25 (160.75.126.25),647.187
uzh.ch,193.255.0.141 (193.255.0.141),655.773
uzh.ch,ulakbim.mx1.bud.hu.geant.net (62.40.125.129),669.351
uzh.ch,* ae9.mx1.vie.at.geant.net (62.40.98.45),777.637
uzh.ch,ae5.rt1.pra.cz.geant.net (62.40.98.242),750.791
uzh.ch,* ae6.rt1.fra.de.geant.net (62.40.98.158),749.481
uzh.ch,ae5.mx1.gen.ch.geant.net (62.40.98.183),754.168
uzh.ch,swice1-100ge-0-3-0-1.switch.ch (62.40.124.22),713.277
uzh.ch,swiCE4-B4.switch.ch (130.59.36.70),708.76
uzh.ch,swiBF1-B2.switch.ch (130.59.36.113),709.983
uzh.ch,swiBA3-100GE-0-0-0-0.switch.ch (130.59.39.73),705.637
uzh.ch,swiBS1-100GE-0-0-0-0.switch.ch (130.59.37.34),711.323
uzh.ch,swiPS1-100GE-0-0-1-3.switch.ch (130.59.37.190),765.336
uzh.ch,swiPS2-100GE-0-0-1-4.switch.ch (130.59.37.58),776.349
uzh.ch,swiZH3-100GE-0-0-0-2.switch.ch (130.59.36.170),777.62
uzh.ch,uzhix1-eth5-1.uzh.ch (192.41.136.2),775.861
,,
uzh.ch,Abdullah-Laptop (172.30.144.1),1.151
uzh.ch,161.9.79.253 (161.9.79.253),533.358
uzh.ch,160.75.126.25 (160.75.126.25),530.196
uzh.ch,193.255.0.141 (193.255.0.141),527.447
uzh.ch,ulakbim.mx1.bud.hu.geant.net (62.40.125.129),534.367
uzh.ch,ae9.mx1.vie.at.geant.net (62.40.98.45),907.506
uzh.ch,ae5.rt1.pra.cz.geant.net (62.40.98.242),1026.601
uzh.ch,ae6.rt1.fra.de.geant.net (62.40.98.158),1016.97
uzh.ch,ae5.mx1.gen.ch.geant.net (62.40.98.183),1022.728
uzh.ch,swice1-100ge-0-3-0-1.switch.ch (62.40.124.22),582.649
uzh.ch,swiCE4-B4.switch.ch (130.59.36.70),581.461
uzh.ch,swiBF1-B2.switch.ch (130.59.36.113),581.396
uzh.ch,swiBA3-100GE-0-0-0-0.switch.ch (130.59.39.73),579.315
uzh.ch,swiBS1-100GE-0-0-0-0.switch.ch (130.59.37.34),573.96
uzh.ch,swiPS1-100GE-0-0-1-3.switch.ch (130.59.37.190),580.584
uzh.ch,swiPS2-100GE-0-0-1-4.switch.ch (130.59.37.58),407.987
uzh.ch,swiZH3-100GE-0-0-0-2.switch.ch (130.59.36.170),408.037
uzh.ch,uzhix1-eth5-1.uzh.ch (192.41.136.2),411.186
,,
uzh.ch,Abdullah-Laptop (172.30.144.1),3.585
uzh.ch,161.9.79.253 (161.9.79.253),1157.991
uzh.ch,160.75.126.25 (160.75.126.25),1158.056
uzh.ch,193.255.0.141 (193.255.0.141),1154.525
uzh.ch,ulakbim.mx1.bud.hu.geant.net (62.40.125.129),1164.156
uzh.ch,ae9.mx1.vie.at.geant.net (62.40.98.45),1121.298
uzh.ch,ae5.rt1.pra.cz.geant.net (62.40.98.242),832.02
uzh.ch,ae6.rt1.fra.de.geant.net (62.40.98.158),810.399
uzh.ch,ae5.mx1.gen.ch.geant.net (62.40.98.183),825.52
uzh.ch,swice1-100ge-0-3-0-1.switch.ch (62.40.124.22),1078.153
uzh.ch,swiCE4-B4.switch.ch (130.59.36.70),1065.764
uzh.ch,swiBF1-B2.switch.ch (130.59.36.113),1072.141
uzh.ch,swiBA3-100GE-0-0-0-0.switch.ch (130.59.39.73),1075.878
uzh.ch,swiBS1-100GE-0-0-0-0.switch.ch (130.59.37.34),1078.511
uzh.ch,swiPS1-100GE-0-0-1-3.switch.ch (130.59.37.190),1027.511
uzh.ch,swiPS2-100GE-0-0-1-4.switch.ch (130.59.37.58),1013.821
uzh.ch,swiZH3-100GE-0-0-0-2.switch.ch (130.59.36.170),1023.699
uzh.ch,uzhix1-eth5-1.uzh.ch (192.41.136.2),1024.573
,,
uzh.ch,Abdullah-Laptop (172.30.144.1),2.087
uzh.ch,161.9.79.253 (161.9.79.253),1158.686
uzh.ch,160.75.126.25 (160.75.126.25),1156.232
uzh.ch,193.255.0.141 (193.255.0.141),1158.119
uzh.ch,ulakbim.mx1.bud.hu.geant.net (62.40.125.129),1180.624
uzh.ch,ae9.mx1.vie.at.geant.net (62.40.98.45),412.01
uzh.ch,ae5.rt1.pra.cz.geant.net (62.40.98.242),1127.434
uzh.ch,ae6.rt1.fra.de.geant.net (62.40.98.158),1113.985
uzh.ch,ae5.mx1.gen.ch.geant.net (62.40.98.183),1133.669
uzh.ch,swice1-100ge-0-3-0-1.switch.ch (62.40.124.22),1140.931
uzh.ch,swiCE4-B4.switch.ch (130.59.36.70),1140.114
uzh.ch,swiBF1-B2.switch.ch (130.59.36.113),1143.006
uzh.ch,swiBA3-100GE-0-0-0-0.switch.ch (130.59.39.73),1149.885
uzh.ch,swiBS1-100GE-0-0-0-0.switch.ch (130.59.37.34),1155.362
uzh.ch,swiPS1-100GE-0-0-1-3.switch.ch (130.59.37.190),1110.063
uzh.ch,swiPS2-100GE-0-0-1-4.switch.ch (130.59.37.58),1102.641
uzh.ch,swiZH3-100GE-0-0-0-2.switch.ch (130.59.36.170),1107.191
uzh.ch,uzhix1-eth5-1.uzh.ch (192.41.136.2),1106.224
,,
uzh.ch,Abdullah-Laptop (172.30.144.1),2.276
uzh.ch,161.9.79.253 (161.9.79.253),943.448
uzh.ch,160.75.126.25 (160.75.126.25),945.589
uzh.ch,193.255.0.141 (193.255.0.141),940.939
uzh.ch,ulakbim.mx1.bud.hu.geant.net (62.40.125.129),972.777
uzh.ch,ae9.mx1.vie.at.geant.net (62.40.98.45),1154.776
uzh.ch,ae5.rt1.pra.cz.geant.net (62.40.98.242),1119.456
uzh.ch,ae6.rt1.fra.de.geant.net (62.40.98.158),1101.722
uzh.ch,ae5.mx1.gen.ch.geant.net (62.40.98.183),1112.704
uzh.ch,swice1-100ge-0-3-0-1.switch.ch (62.40.124.22),687.979
uzh.ch,swiCE4-B4.switch.ch (130.59.36.70),687.773
uzh.ch,swiBF1-B2.switch.ch (130.59.36.113),699.1
uzh.ch,swiBA3-100GE-0-0-0-0.switch.ch (130.59.39.73),696.302
uzh.ch,swiBS1-100GE-0-0-0-0.switch.ch (130.59.37.34),701.98
uzh.ch,swiPS1-100GE-0-0-1-3.switch.ch (130.59.37.190),991.932
uzh.ch,swiPS2-100GE-0-0-1-4.switch.ch (130.59.37.58),992.903
uzh.ch,swiZH3-100GE-0-0-0-2.switch.ch (130.59.36.170),967.596
uzh.ch,uzhix1-eth5-1.uzh.ch (192.41.136.2),967.801
,,
uzh.ch,Abdullah-Laptop (172.30.144.1),1.762
uzh.ch,161.9.79.253 (161.9.79.253),1087.022
uzh.ch,160.75.126.25 (160.75.126.25),1082.818
uzh.ch,193.255.0.141 (193.255.0.141),1081.926
uzh.ch,ulakbim.mx1.bud.hu.geant.net (62.40.125.129),1088.293
uzh.ch,ae9.mx1.vie.at.geant.net (62.40.98.45),1244.305
uzh.ch,ae5.rt1.pra.cz.geant.net (62.40.98.242),700.864
uzh.ch,ae6.rt1.fra.de.geant.net (62.40.98.158),691.54
uzh.ch,ae5.mx1.gen.ch.geant.net (62.40.98.183),695.496
uzh.ch,swice1-100ge-0-3-0-1.switch.ch (62.40.124.22),914.775
uzh.ch,swiCE4-B4.switch.ch (130.59.36.70),903.049
uzh.ch,swiBF1-B2.switch.ch (130.59.36.113),919.221
uzh.ch,swiBA3-100GE-0-0-0-0.switch.ch (130.59.39.73),914.46
uzh.ch,swiBS1-100GE-0-0-0-0.switch.ch (130.59.37.34),917.75
uzh.ch,swiPS1-100GE-0-0-1-3.switch.ch (130.59.37.190),855.888
uzh.ch,swiPS2-100GE-0-0-1-4.switch.ch (130.59.37.58),855.371
uzh.ch,swiZH3-100GE-0-0-0-2.switch.ch (130.59.36.170),853.625
uzh.ch,uzhix1-eth5-1.uzh.ch (192.41.136.2),860.624
,,
uzh.ch,Abdullah-Laptop (172.30.144.1),3.064
uzh.ch,161.9.79.253 (161.9.79.253),761.368
uzh.ch,160.75.126.25 (160.75.126.25),760.336
uzh.ch,193.255.0.141 (193.255.0.141),766.73
uzh.ch,ulakbim.mx1.bud.hu.geant.net (62.40.125.129),782.991
uzh.ch,ae9.mx1.vie.at.geant.net (62.40.98.45),891.966
uzh.ch,ae5.rt1.pra.cz.geant.net (62.40.98.242),869.706
uzh.ch,ae6.rt1.fra.de.geant.net (62.40.98.158),866.294
uzh.ch,ae5.mx1.gen.ch.geant.net (62.40.98.183),870.238
uzh.ch,swice1-100ge-0-3-0-1.switch.ch (62.40.124.22),851.553
uzh.ch,swiCE4-B4.switch.ch (130.59.36.70),845.247
uzh.ch,swiBF1-B2.switch.ch (130.59.36.113),848.567
uzh.ch,swiBA3-100GE-0-0-0-0.switch.ch (130.59.39.73),848.242
uzh.ch,swiBS1-100GE-0-0-0-0.switch.ch (130.59.37.34),851.974
uzh.ch,swiPS1-100GE-0-0-1-3.switch.ch (130.59.37.190),836.411
uzh.ch,swiPS2-100GE-0-0-1-4.switch.ch (130.59.37.58),838.137
uzh.ch,swiZH3-100GE-0-0-0-2.switch.ch (130.59.36.170),832.892
uzh.ch,uzhix1-eth5-1.uzh.ch (192.41.136.2),841.15
,,
uzh.ch,Abdullah-Laptop (172.30.144.1),0.083
uzh.ch,161.9.79.253 (161.9.79.253),413.806
uzh.ch,160.75.126.25 (160.75.126.25),409.584
uzh.ch,193.255.0.141 (193.255.0.141),418.151
uzh.ch,ulakbim.mx1.bud.hu.geant.net (62.40.125.129),421.27
uzh.ch,ae9.mx1.vie.at.geant.net (62.40.98.45),839.046
uzh.ch,ae5.rt1.pra.cz.geant.net (62.40.98.242),953.324
uzh.ch,ae6.rt1.fra.de.geant.net (62.40.98.158),945.49
uzh.ch,ae5.mx1.gen.ch.geant.net (62.40.98.183),946.3
uzh.ch,swice1-100ge-0-3-0-1.switch.ch (62.40.124.22),885.347
uzh.ch,swiCE4-B4.switch.ch (130.59.36.70),873.564
uzh.ch,swiBF1-B2.switch.ch (130.59.36.113),876.762
uzh.ch,swiBA3-100GE-0-0-0-0.switch.ch (130.59.39.73),883.478
uzh.ch,swiBS1-100GE-0-0-0-0.switch.ch (130.59.37.34),889.601
uzh.ch,swiPS1-100GE-0-0-1-3.switch.ch (130.59.37.190),638.733
uzh.ch,swiPS2-100GE-0-0-1-4.switch.ch (130.59.37.58),619.638
uzh.ch,swiZH3-100GE-0-0-0-2.switch.ch (130.59.36.170),620.968
uzh.ch,uzhix1-eth5-1.uzh.ch (192.41.136.2),622.252
,,
uzh.ch,Abdullah-Laptop (172.30.144.1),3.64
uzh.ch,161.9.79.253 (161.9.79.253),837.262
uzh.ch,160.75.126.25 (160.75.126.25),832.396
uzh.ch,193.255.0.141 (193.255.0.141),837.38
uzh.ch,ulakbim.mx1.bud.hu.geant.net (62.40.125.129),832.549
uzh.ch,ae9.mx1.vie.at.geant.net (62.40.98.45),1019.938
uzh.ch,ae5.rt1.pra.cz.geant.net (62.40.98.242),995.499
uzh.ch,ae6.rt1.fra.de.geant.net (62.40.98.158),984.938
uzh.ch,ae5.mx1.gen.ch.geant.net (62.40.98.183),988.835
uzh.ch,swice1-100ge-0-3-0-1.switch.ch (62.40.124.22),1101.36
uzh.ch,swiCE4-B4.switch.ch (130.59.36.70),1093.401
uzh.ch,swiBF1-B2.switch.ch (130.59.36.113),1092.706
uzh.ch,swiBA3-100GE-0-0-0-0.switch.ch (130.59.39.73),1103.967
uzh.ch,swiBS1-100GE-0-0-0-0.switch.ch (130.59.37.34),1105.397
uzh.ch,swiPS1-100GE-0-0-1-3.switch.ch (130.59.37.190),1175.328
uzh.ch,swiPS2-100GE-0-0-1-4.switch.ch (130.59.37.58),1177.484
uzh.ch,swiZH3-100GE-0-0-0-2.switch.ch (130.59.36.170),1167.202
uzh.ch,uzhix1-eth5-1.uzh.ch (192.41.136.2),1155.319
,,
uzh.ch,Abdullah-Laptop (172.30.144.1),0.75
uzh.ch,161.9.79.253 (161.9.79.253),456.149
uzh.ch,160.75.126.25 (160.75.126.25),456.444
uzh.ch,193.255.0.141 (193.255.0.141),448.401
uzh.ch,ulakbim.mx1.bud.hu.geant.net (62.40.125.129),468.068
uzh.ch,ae9.mx1.vie.at.geant.net (62.40.98.45),848.004
uzh.ch,ae5.rt1.pra.cz.geant.net (62.40.98.242),818.966
uzh.ch,ae6.rt1.fra.de.geant.net (62.40.98.158),810.703
uzh.ch,ae5.mx1.gen.ch.geant.net (62.40.98.183),817.106
uzh.ch,swice1-100ge-0-3-0-1.switch.ch (62.40.124.22),878.003
uzh.ch,swiCE4-B4.switch.ch (130.59.36.70),850.209
uzh.ch,swiBF1-B2.switch.ch (130.59.36.113),864.523
uzh.ch,swiBA3-100GE-0-0-0-0.switch.ch (130.59.39.73),865.81
uzh.ch,swiBS1-100GE-0-0-0-0.switch.ch (130.59.37.34),871.468
uzh.ch,swiPS1-100GE-0-0-1-3.switch.ch (130.59.37.190),782.876
uzh.ch,swiPS2-100GE-0-0-1-4.switch.ch (130.59.37.58),769.654
uzh.ch,swiZH3-100GE-0-0-0-2.switch.ch (130.59.36.170),778.053
uzh.ch,uzhix1-eth5-1.uzh.ch (192.41.136.2),773.051
,,
google.com,Abdullah-Laptop (172.30.144.1),1.96
google.com,161.9.79.253 (161.9.79.253),1424.945
google.com,160.75.126.25 (160.75.126.25),1421.939
google.com,193.255.0.141 (193.255.0.141),1418.48
google.com,* * 193.140.0.149 (193.140.0.149),816.916
google.com,69.96.154.212.static.turk.net (212.154.96.69),900.225
google.com,212.156.64.45.static.turktelekom.com.tr (212.156.64.45),745.143
google.com,06-ulus-sr14s-t2-2---06-ulus-sr12e-t3-1.statik.turktelekom.com.tr (81.212.222.209),843.687
